priority,unitsSold,hasSizeToken,sizeToken,hasLiquidHint,liquidCategory,nonLiquidCategory,blockedByNameTerm,Type,SKU,Name,Brands,Categories
2456,0,no,,no,no,no,no,variation,1849-V02,,,
2457,0,no,,no,no,no,no,variation,1849-V03,,,
2458,0,no,,no,no,no,no,variation,147-V01,,,
2459,0,no,,no,no,no,no,variation,147-V02,,,
2460,0,no,,no,no,no,no,variation,147-V03,,,
2461,0,no,,no,no,no,no,variation,147-V04,,,
2462,0,no,,no,no,no,no,variation,458,,,
2463,0,no,,no,no,no,no,variation,152,,,
2464,0,no,,no,no,no,no,variation,146-V03,,,
2465,0,no,,no,no,no,no,variation,146-V04,,,
2466,0,no,,no,no,no,no,variation,146-V05,,,
2467,0,no,,no,no,no,no,variation,2138-V01,,,
2468,0,no,,no,no,no,no,variation,2138-V02,,,
2469,0,no,,no,no,no,no,variation,3501-V01,,,
2470,0,no,,no,no,no,no,variation,3502-V01,,,
2471,0,no,,no,no,no,no,variation,434-V01,,,
2472,0,no,,no,no,no,no,variation,434-V02,,,
2473,0,no,,no,no,no,no,variation,436-V01,,,
2474,0,no,,no,no,no,no,variation,3569,,,
2475,0,no,,no,no,no,no,variation,3647,,,
2476,0,no,,no,no,no,no,variation,2326,,,
2477,0,no,,no,no,no,no,variation,1994-V03,,,
2478,0,no,,no,no,no,no,variation,1994-V04,,,
2479,0,no,,no,no,no,no,variation,813,,,
2480,0,no,,no,no,no,no,variation,267,,,
2481,0,no,,no,no,no,no,variation,2924,,,
2482,0,no,,no,no,no,no,variation,2936,,,
2483,0,no,,no,no,no,no,variation,hmh01045-V01,,,
2484,0,no,,no,no,no,no,variation,2262-V01,,,
2485,0,no,,no,no,no,no,variation,176,,,
2486,0,no,,no,no,no,no,variation,177,,,
2487,0,no,,no,no,no,no,variation,2314,,,
2488,0,no,,no,no,no,no,variation,1731-V01,,,
2489,0,no,,no,no,no,no,variation,1731-V02,,,
2490,0,no,,no,no,no,no,variation,1731-V03,,,
2491,0,no,,no,no,no,no,variation,1731-V04,,,
2492,0,no,,no,no,no,no,variation,2394,,,
2493,0,no,,no,no,no,no,variation,1031-V01,,,
2494,0,no,,no,no,no,no,variation,1031-V02,,,
2495,0,no,,no,no,no,no,variation,3148-V01,,,
2496,0,no,,no,no,no,no,variation,3148-V02,,,
2497,0,no,,no,no,no,no,variation,3148-V03,,,
2498,0,no,,no,no,no,no,variation,3148-V04,,,
2499,0,no,,no,no,no,no,variation,3187-V01,,,
2500,0,no,,no,no,no,no,variation,3187-V02,,,
2501,0,no,,no,no,no,no,variation,3187-V03,,,
2502,0,no,,no,no,no,no,variation,3187-V04,,,
2503,0,no,,no,no,no,no,variation,873,,,
2504,0,no,,no,no,no,no,variation,1322,,,
2505,0,no,,no,no,no,no,variation,1862-V01,,,
2506,0,no,,no,no,no,no,variation,169,,,
2507,0,no,,no,no,no,no,variation,183,,,
2508,0,no,,no,no,no,no,variation,1716,,,
2509,0,no,,no,no,no,no,variation,hmh01112-V01,,,
2510,0,no,,no,no,no,no,variation,1913,,,
2511,0,no,,no,no,no,no,variation,182,,,
2512,0,no,,no,no,no,no,variation,hmh01108-V02,,,
2513,0,no,,no,no,no,no,variation,hmh01113-V02,,,
2514,0,no,,no,no,no,no,variation,hmh01113-V03,,,
2515,0,no,,no,no,no,no,variation,hmh01115-V01,,,
2516,0,no,,no,no,no,no,variation,hmh01115-V02,,,
2517,0,no,,no,no,no,no,variation,1876-V02,,,
2518,0,no,,no,no,no,no,variation,2523-V01,,,
2519,0,no,,no,no,no,no,variation,2523-V02,,,
2520,0,no,,no,no,no,no,variation,2523-V03,,,
2521,0,no,,no,no,no,no,variation,2523-V04,,,
2522,0,no,,no,no,no,no,variation,hmh00147-V01,,,
2523,0,no,,no,no,no,no,variation,hmh00147-V02,,,
2524,0,no,,no,no,no,no,variation,hmh00147-V03,,,
2525,0,no,,no,no,no,no,variation,hmh00147-V04,,,
2526,0,no,,no,no,no,no,variation,549,,,
2527,0,no,,no,no,no,no,variation,550,,,
2528,0,no,,no,no,no,no,variation,551,,,
2529,0,no,,no,no,no,no,variation,552,,,
2530,0,no,,no,no,no,no,variation,548-V05,,,
2531,0,no,,no,no,no,no,variation,311,,,
2532,0,no,,no,no,no,no,variation,225,,,
2533,0,no,,no,no,no,no,variation,226,,,
2534,0,no,,no,no,no,no,variation,849,,,
2535,0,no,,no,no,no,no,variation,2925,,,
2536,0,no,,no,no,no,no,variation,2937,,,
2537,0,no,,no,no,no,no,variation,hmh01047-V01,,,
2538,0,no,,no,no,no,no,variation,hmh01048-V01,,,
2539,0,no,,no,no,no,no,variation,289-V01,,,
2540,0,no,,no,no,no,no,variation,289-V02,,,
2541,0,no,,no,no,no,no,variation,289-V03,,,
2542,0,no,,no,no,no,no,variation,289-V04,,,
2543,0,no,,no,no,no,no,variation,288-V01,,,
2544,0,no,,no,no,no,no,variation,288-V02,,,
2545,0,no,,no,no,no,no,variation,288-V03,,,
2546,0,no,,no,no,no,no,variation,288-V04,,,
2547,0,no,,no,no,no,no,variation,2632-V01,,,
2548,0,no,,no,no,no,no,variation,2633-V01,,,
2549,0,no,,no,no,no,no,variation,2634-V01,,,
2550,0,no,,no,no,no,no,variation,1551-V01,,,
2551,0,no,,no,no,no,no,variation,2612-V01,,,
2552,0,no,,no,no,no,no,variation,2612-V02,,,
2553,0,no,,no,no,no,no,variation,2612-V03,,,
2554,0,no,,no,no,no,no,variation,2612-V04,,,
2555,0,no,,no,no,no,no,variation,hmh00596-V01,,,
2556,0,no,,no,no,no,no,variation,hmh00596-V02,,,
2557,0,no,,no,no,no,no,variation,hmh00596-V03,,,
2558,0,no,,no,no,no,no,variation,hmh00596-V04,,,
2559,0,no,,no,no,no,no,variation,1571-V01,,,
2560,0,no,,no,no,no,no,variation,1571-V02,,,
2561,0,no,,no,no,no,no,variation,1571-V03,,,
2562,0,no,,no,no,no,no,variation,1571-V04,,,
2563,0,no,,no,no,no,no,variation,1515,,,
2564,0,no,,no,no,no,no,variation,1757-V01,,,
2565,0,no,,no,no,no,no,variation,1757-V02,,,
2566,0,no,,no,no,no,no,variation,hmh01526-V01,,,
2567,0,no,,no,no,no,no,variation,hmh01526-V02,,,
2568,0,no,,no,no,no,no,variation,hmh01626,,,
2569,0,no,,no,no,no,no,variation,2543,,,
2570,0,no,,no,no,no,no,variation,2544,,,
2571,0,no,,no,no,no,no,variation,2545,,,
2572,0,no,,no,no,no,no,variation,2546,,,
2573,0,no,,no,no,no,no,variation,hmh01625-V06,,,
2574,0,no,,no,no,no,no,variation,hmh01628,,,
2575,0,no,,no,no,no,no,variation,2539,,,
2576,0,no,,no,no,no,no,variation,2540,,,
2577,0,no,,no,no,no,no,variation,2541,,,
2578,0,no,,no,no,no,no,variation,2542,,,
2579,0,no,,no,no,no,no,variation,hmh01627-V06,,,
2580,0,no,,no,no,no,no,variation,1345-V01,,,
2581,0,no,,no,no,no,no,variation,1345-V02,,,
2582,0,no,,no,no,no,no,variation,1345-V03,,,
2583,0,no,,no,no,no,no,variation,1345-V04,,,
2584,0,no,,no,no,no,no,variation,2988-V01,,,
2585,0,no,,no,no,no,no,variation,2988-V02,,,
2586,0,no,,no,no,no,no,variation,2988-V03,,,
2587,0,no,,no,no,no,no,variation,2988-V04,,,
2588,0,no,,no,no,no,no,variation,1823,,,
2589,0,no,,no,no,no,no,variation,1580,,,
2590,0,no,,no,no,no,no,variation,1581,,,
2591,0,no,,no,no,no,no,variation,2206,,,
2592,0,no,,no,no,no,no,variation,1507,,,
2593,0,no,,no,no,no,no,variation,1508,,,
2594,0,no,,no,no,no,no,variation,1509,,,
2595,0,no,,no,no,no,no,variation,hmh01188-V04,,,
2596,0,no,,no,no,no,no,variation,hmh01188-V05,,,
2597,0,no,,no,no,no,no,variation,hmh00867-V01,,,
2598,0,no,,no,no,no,no,variation,hmh00867-V02,,,
2599,0,no,,no,no,no,no,variation,hmh00867-V03,,,
2600,0,no,,no,no,no,no,variation,hmh00867-V04,,,
2601,0,no,,no,no,no,no,variation,hmh00865-V01,,,
2602,0,no,,no,no,no,no,variation,hmh00865-V02,,,
2603,0,no,,no,no,no,no,variation,hmh00865-V03,,,
2604,0,no,,no,no,no,no,variation,hmh00865-V04,,,
2605,0,no,,no,no,no,no,variation,hmh00866-V01,,,
2606,0,no,,no,no,no,no,variation,hmh00866-V02,,,
2607,0,no,,no,no,no,no,variation,hmh00866-V03,,,
2608,0,no,,no,no,no,no,variation,hmh00866-V04,,,
2609,0,no,,no,no,no,no,variation,1503,,,
2610,0,no,,no,no,no,no,variation,1504,,,
2611,0,no,,no,no,no,no,variation,2591-V01,,,
2612,0,no,,no,no,no,no,variation,2591-V02,,,
2613,0,no,,no,no,no,no,variation,2591-V03,,,
2614,0,no,,no,no,no,no,variation,1498,,,
2615,0,no,,no,no,no,no,variation,1496-V02,,,
2616,0,no,,no,no,no,no,variation,1496-V03,,,
2617,0,no,,no,no,no,no,variation,1496-V04,,,
2618,0,no,,no,no,no,no,variation,1564,,,
2619,0,no,,no,no,no,no,variation,1497-V02,,,
2620,0,no,,no,no,no,no,variation,1497-V03,,,
2621,0,no,,no,no,no,no,variation,1497-V04,,,
2622,0,no,,no,no,no,no,variation,1364-V01,,,
2623,0,no,,no,no,no,no,variation,hmh00600-V01,,,
2624,0,no,,no,no,no,no,variation,hmh00600-V02,,,
2625,0,no,,no,no,no,no,variation,hmh00600-V03,,,
2626,0,no,,no,no,no,no,variation,2375,,,
2627,0,no,,no,no,no,no,variation,hmh01410-V02,,,
2628,0,no,,no,no,no,no,variation,354,,,
2629,0,no,,no,no,no,no,variation,355,,,
2630,0,no,,no,no,no,no,variation,356,,,
2631,0,no,,no,no,no,no,variation,1813-V01,,,
2632,0,no,,no,no,no,no,variation,1813-V02,,,
2633,0,no,,no,no,no,no,variation,769-V01,,,
2634,0,no,,no,no,no,no,variation,769-V02,,,
2635,0,no,,no,no,no,no,variation,2152-V01,,,
2636,0,no,,no,no,no,no,variation,2152-V02,,,
2637,0,no,,no,no,no,no,variation,842-V01,,,
2638,0,no,,no,no,no,no,variation,1142-V01,,,
2639,0,no,,no,no,no,no,variation,1142-V02,,,
2640,0,no,,no,no,no,no,variation,1142-V03,,,
2641,0,no,,no,no,no,no,variation,1142-V04,,,
2642,0,no,,no,no,no,no,variation,1141-V01,,,
2643,0,no,,no,no,no,no,variation,1141-V02,,,
2644,0,no,,no,no,no,no,variation,1141-V03,,,
2645,0,no,,no,no,no,no,variation,1141-V04,,,
2646,0,no,,no,no,no,no,variation,1134-V01,,,
2647,0,no,,no,no,no,no,variation,1134-V02,,,
2648,0,no,,no,no,no,no,variation,1134-V03,,,
2649,0,no,,no,no,no,no,variation,1134-V04,,,
2650,0,no,,no,no,no,no,variation,1136-V01,,,
2651,0,no,,no,no,no,no,variation,1136-V02,,,
2652,0,no,,no,no,no,no,variation,1136-V03,,,
2653,0,no,,no,no,no,no,variation,1136-V04,,,
2654,0,no,,no,no,no,no,variation,2429-V01,,,
2655,0,no,,no,no,no,no,variation,545,,,
2656,0,no,,no,no,no,no,variation,546,,,
2657,0,no,,no,no,no,no,variation,547,,,
2658,0,no,,no,no,no,no,variation,544-V04,,,
2659,0,no,,no,no,no,no,variation,544-V05,,,
2660,0,no,,no,no,no,no,variation,544-V06,,,
2661,0,no,,no,no,no,no,variation,544-V07,,,
2662,0,no,,no,no,no,no,variation,hmh00420-V01,,,
2663,0,no,,no,no,no,no,variation,hmh00420-V02,,,
2664,0,no,,no,no,no,no,variation,920-V01,,,
2665,0,no,,no,no,no,no,variation,920-V02,,,
2666,0,no,,no,no,no,no,variation,920-V03,,,
2667,0,no,,no,no,no,no,variation,920-V04,,,
2668,0,no,,no,no,no,no,variation,24,,,
2669,0,no,,no,no,no,no,variation,26,,,
2670,0,no,,no,no,no,no,variation,968,,,
2671,0,no,,no,no,no,no,variation,1431,,,
2672,0,no,,no,no,no,no,variation,hmh00323-V01,,,
2673,0,no,,no,no,no,no,variation,hmh00324-V01,,,
2674,0,no,,no,no,no,no,variation,hmh00325-V01,,,
2675,0,no,,no,no,no,no,variation,1357-V01,,,
2676,0,no,,no,no,no,no,variation,395-V01,,,
2677,0,no,,no,no,no,no,variation,3636-V01,,,
2678,0,no,,no,no,no,no,variation,1536,,,
2679,0,no,,no,no,no,no,variation,hmh00243-V02,,,
2680,0,no,,no,no,no,no,variation,hmh00243-V03,,,
2681,0,no,,no,no,no,no,variation,hmh00243-V04,,,
2682,0,no,,no,no,no,no,variation,hmh00243-V05,,,
2683,0,no,,no,no,no,no,variation,664,,,
2684,0,no,,no,no,no,no,variation,2915,,,
2685,0,no,,no,no,no,no,variation,2199-V01,,,
2686,0,no,,no,no,no,no,variation,1311-V01,,,
2687,0,no,,no,no,no,no,variation,1311-V02,,,
2688,0,no,,no,no,no,no,variation,1311-V03,,,
2689,0,no,,no,no,no,no,variation,1311-V04,,,
2690,0,no,,no,no,no,no,variation,1451-V01,,,
2691,0,no,,no,no,no,no,variation,1451-V02,,,
2692,0,no,,no,no,no,no,variation,1451-V03,,,
2693,0,no,,no,no,no,no,variation,1451-V04,,,
2694,0,no,,no,no,no,no,variation,2050-V01,,,
2695,0,no,,no,no,no,no,variation,2050-V02,,,
2696,0,no,,no,no,no,no,variation,2050-V03,,,
2697,0,no,,no,no,no,no,variation,2050-V04,,,
2698,0,no,,no,no,no,no,variation,364-V01,,,
2699,0,no,,no,no,no,no,variation,364-V02,,,
2700,0,no,,no,no,no,no,variation,1959-V01,,,
2701,0,no,,no,no,no,no,variation,1959-V02,,,
2702,0,no,,no,no,no,no,variation,2025,,,
2703,0,no,,no,no,no,no,variation,2027,,,
2704,0,no,,no,no,no,no,variation,2028,,,
2705,0,no,,no,no,no,no,variation,2022,,,
2706,0,no,,no,no,no,no,variation,1349-V01,,,
2707,0,no,,no,no,no,no,variation,1349-V02,,,
2708,0,no,,no,no,no,no,variation,1349-V03,,,
2709,0,no,,no,no,no,no,variation,1349-V04,,,
2710,0,no,,no,no,no,no,variation,1637,,,
2711,0,no,,no,no,no,no,variation,1638,,,
2712,0,no,,no,no,no,no,variation,3263,,,
2713,0,no,,no,no,no,no,variation,3280,,,
2714,0,no,,no,no,no,no,variation,1603-V03,,,
2715,0,no,,no,no,no,no,variation,1603-V04,,,
2716,0,no,,no,no,no,no,variation,1603-V05,,,
2717,0,no,,no,no,no,no,variation,598,,,
2718,0,no,,no,no,no,no,variation,599,,,
2719,0,no,,no,no,no,no,variation,680,,,
2720,0,no,,no,no,no,no,variation,681,,,
2721,0,no,,no,no,no,no,variation,2562,,,
2722,0,no,,no,no,no,no,variation,hmh00390-V01,,,
2723,0,no,,no,no,no,no,variation,hmh00390-V02,,,
2724,0,no,,no,no,no,no,variation,hmh00390-V03,,,
2725,0,no,,no,no,no,no,variation,2420,,,
2726,0,no,,no,no,no,no,variation,hmh01460-V01,,,
2727,0,no,,no,no,no,no,variation,hmh01460-V02,,,
2728,0,no,,no,no,no,no,variation,hmh01460-V03,,,
2729,0,no,,no,no,no,no,variation,HMH-AIR-3QURYK-V01,,,
2730,0,no,,no,no,no,no,variation,HMH-AIR-3QURYK-V02,,,
2731,0,no,,no,no,no,no,variation,HMH-AIR-3QURYK-V03,,,
2732,0,no,,no,no,no,no,variation,HMH-AIR-3QURYK-V04,,,
2733,0,no,,no,no,no,no,variation,3355-V01,,,
2734,0,no,,no,no,no,no,variation,3355-V02,,,
2735,0,no,,no,no,no,no,variation,3355-V03,,,
2736,0,no,,no,no,no,no,variation,2094,,,
2737,0,no,,no,no,no,no,variation,2095-V02,,,
2738,0,no,,no,no,no,no,variation,582,,,
2739,0,no,,no,no,no,no,variation,583,,,
2740,0,no,,no,no,no,no,variation,581-V03,,,
2741,0,no,,no,no,no,no,variation,585,,,
2742,0,no,,no,no,no,no,variation,586,,,
2743,0,no,,no,no,no,no,variation,3172-V01,,,
2744,0,no,,no,no,no,no,variation,3172-V02,,,
2745,0,no,,no,no,no,no,variation,3170-V01,,,
2746,0,no,,no,no,no,no,variation,1024-V01,,,
2747,0,no,,no,no,no,no,variation,1024-V02,,,
2748,0,no,,no,no,no,no,variation,259,,,
2749,0,no,,no,no,no,no,variation,260,,,
2750,0,no,,no,no,no,no,variation,2081,,,
2751,0,no,,no,no,no,no,variation,234,,,
2752,0,no,,no,no,no,no,variation,3475,,,
2753,0,no,,no,no,no,no,variation,799,,,
2754,0,no,,no,no,no,no,variation,hmh01529-V01,,,
2755,0,no,,no,no,no,no,variation,hmh01529-V02,,,
2756,0,no,,no,no,no,no,variation,hmh01529-V03,,,
2757,0,no,,no,no,no,no,variation,hmh01529-V04,,,
2758,0,no,,no,no,no,no,variation,hmh00955-V01,,,
2759,0,no,,no,no,no,no,variation,hmh00955-V02,,,
2760,0,no,,no,no,no,no,variation,hmh00955-V03,,,
2761,0,no,,no,no,no,no,variation,hmh00954-V01,,,
2762,0,no,,no,no,no,no,variation,hmh00954-V02,,,
2763,0,no,,no,no,no,no,variation,hmh00954-V03,,,
2764,0,no,,no,no,no,no,variation,2696-V01,,,
2765,0,no,,no,no,no,no,variation,2696-V02,,,
2766,0,no,,no,no,no,no,variation,2696-V03,,,
2767,0,no,,no,no,no,no,variation,2696-V04,,,
2768,0,no,,no,no,no,no,variation,1473,,,
2769,0,no,,no,no,no,no,variation,1472,,,
2770,0,no,,no,no,no,no,variation,1478,,,
2771,0,no,,no,no,no,no,variation,1480,,,
2772,0,no,,no,no,no,no,variation,1476,,,
2773,0,no,,no,no,no,no,variation,1477,,,
2774,0,no,,no,no,no,no,variation,1393-V01,,,
2775,0,no,,no,no,no,no,variation,3301-V01,,,
2776,0,no,,no,no,no,no,variation,3301-V02,,,
2777,0,no,,no,no,no,no,variation,3301-V03,,,
2778,0,no,,no,no,no,no,variation,855,,,
2779,0,no,,no,no,no,no,variation,3302-V03,,,
2780,0,no,,no,no,no,no,variation,3302-V04,,,
2781,0,no,,no,no,no,no,variation,HMH-NUT-J2YYDL-V01,,,
2782,0,no,,no,no,no,no,variation,HMH-NUT-J2YYDL-V02,,,
2783,0,no,,no,no,no,no,variation,HMH-NUT-J2YYDL-V03,,,
2784,0,no,,no,no,no,no,variation,hmh01464-V01,,,
2785,0,no,,no,no,no,no,variation,786-V01,,,
2786,0,no,,no,no,no,no,variation,352-V01,,,
2787,0,no,,no,no,no,no,variation,352-V02,,,
2788,0,no,,no,no,no,no,variation,1200-V01,,,
2789,0,no,,no,no,no,no,variation,1200-V02,,,
2790,0,no,,no,no,no,no,variation,374-V01,,,
2791,0,no,,no,no,no,no,variation,375-V01,,,
2792,0,no,,no,no,no,no,variation,1247,,,
2793,0,no,,no,no,no,no,variation,1584,,,
2794,0,no,,no,no,no,no,variation,1583-V02,,,
2795,0,no,,no,no,no,no,variation,1583-V03,,,
2796,0,no,,no,no,no,no,variation,hmh01469-V01,,,
2797,0,no,,no,no,no,no,variation,1759-V01,,,
2798,0,no,,no,no,no,no,variation,1759-V02,,,
2799,0,no,,no,no,no,no,variation,1759-V03,,,
2800,0,no,,no,no,no,no,variation,1759-V04,,,
2801,0,no,,no,no,no,no,variation,2979-V01,,,
2802,0,no,,no,no,no,no,variation,2979-V02,,,
2803,0,no,,no,no,no,no,variation,2979-V03,,,
2804,0,no,,no,no,no,no,variation,2979-V04,,,
2805,0,no,,no,no,no,no,variation,1899-V01,,,
2806,0,no,,no,no,no,no,variation,1899-V02,,,
2807,0,no,,no,no,no,no,variation,1899-V03,,,
2808,0,no,,no,no,no,no,variation,1292-V01,,,
2809,0,no,,no,no,no,no,variation,1292-V02,,,
2810,0,no,,no,no,no,no,variation,1292-V03,,,
2811,0,no,,no,no,no,no,variation,1292-V04,,,
2812,0,no,,no,no,no,no,variation,1735-V01,,,
2813,0,no,,no,no,no,no,variation,1734-V01,,,
2814,0,no,,no,no,no,no,variation,2492-V01,,,
2815,0,no,,no,no,no,no,variation,2282-V01,,,
2816,0,no,,no,no,no,no,variation,2282-V02,,,
2817,0,no,,no,no,no,no,variation,3592-V01,,,
2818,0,no,,no,no,no,no,variation,1898-V01,,,
2819,0,no,,no,no,no,no,variation,1898-V02,,,
2820,0,no,,no,no,no,no,variation,1033-V01,,,
2821,0,no,,no,no,no,no,variation,2498,,,
2822,0,no,,no,no,no,no,variation,1293-V01,,,
2823,0,no,,no,no,no,no,variation,1293-V02,,,
2824,0,no,,no,no,no,no,variation,1293-V03,,,
2825,0,no,,no,no,no,no,variation,1293-V04,,,
2826,0,no,,no,no,no,no,variation,1900-V01,,,
2827,0,no,,no,no,no,no,variation,1900-V02,,,
2828,0,no,,no,no,no,no,variation,1900-V03,,,
2829,0,no,,no,no,no,no,variation,2322-V01,,,
2830,0,no,,no,no,no,no,variation,2322-V02,,,
2831,0,no,,no,no,no,no,variation,2495-V01,,,
2832,0,no,,no,no,no,no,variation,1887-V01,,,
2833,0,no,,no,no,no,no,variation,HMH-SED-127CBL-V01,,,
2834,0,no,,no,no,no,no,variation,HMH-SED-127CBL-V02,,,
2835,0,no,,no,no,no,no,variation,HMH-SED-127CBL-V03,,,
2836,0,no,,no,no,no,no,variation,HMH-SED-127CBL-V04,,,
2837,0,no,,no,no,no,no,variation,HMH-SED-NHIPTD-V01,,,
2838,0,no,,no,no,no,no,variation,HMH-SED-NHIPTD-V02,,,
2839,0,no,,no,no,no,no,variation,HMH-SED-NHIPTD-V03,,,
2840,0,no,,no,no,no,no,variation,1396,,,
2841,0,no,,no,no,no,no,variation,1397,,,
2842,0,no,,no,no,no,no,variation,3597-V01,,,
2843,0,no,,no,no,no,no,variation,3597-V02,,,
2844,0,no,,no,no,no,no,variation,3597-V03,,,
2845,0,no,,no,no,no,no,variation,3597-V04,,,
2846,0,no,,no,no,no,no,variation,1006-V01,,,
2847,0,no,,no,no,no,no,variation,1006-V02,,,
2848,0,no,,no,no,no,no,variation,3304-V01,,,
2849,0,no,,no,no,no,no,variation,3304-V02,,,
2850,0,no,,no,no,no,no,variation,3304-V03,,,
2851,0,no,,no,no,no,no,variation,HMH-GEN-V1Z4M5-V01,,,
2852,0,no,,no,no,no,no,variation,HMH-GEN-V1Z4M5-V02,,,
2853,0,no,,no,no,no,no,variation,HMH-GEN-V1Z4M5-V03,,,
2854,0,no,,no,no,no,no,variation,HMH-GEN-V1Z4M5-V04,,,
2855,0,no,,no,no,no,no,variation,785-V01,,,
2856,0,no,,no,no,no,no,variation,hmh01652,,,
2857,0,no,,no,no,no,no,variation,2412-V01,,,
2858,0,no,,no,no,no,no,variation,2412-V02,,,
2859,0,no,,no,no,no,no,variation,2412-V03,,,
2860,0,no,,no,no,no,no,variation,hmh01092,,,
2861,0,no,,no,no,no,no,variation,1681,,,
2862,0,no,,no,no,no,no,variation,325,,,
2863,0,no,,no,no,no,no,variation,3164-V01,,,
2864,0,no,,no,no,no,no,variation,3164-V02,,,
2865,0,no,,no,no,no,no,variation,3164-V03,,,
2866,0,no,,no,no,no,no,variation,835-V01,,,
2867,0,no,,no,no,no,no,variation,2290,,,
2868,0,no,,no,no,no,no,variation,3396,,,
2869,0,no,,no,no,no,no,variation,2111-V02,,,
2870,0,no,,no,no,no,no,variation,2111-V03,,,
2871,0,no,,no,no,no,no,variation,1628-V01,,,
2872,0,no,,no,no,no,no,variation,430-V01,,,
2873,0,no,,no,no,no,no,variation,430-V02,,,
2874,0,no,,no,no,no,no,variation,hmh00761-V01,,,
2875,0,no,,no,no,no,no,variation,hmh00761-V02,,,
2876,0,no,,no,no,no,no,variation,hmh00761-V03,,,
2877,0,no,,no,no,no,no,variation,hmh00761-V04,,,
2878,0,no,,no,no,no,no,variation,422-V01,,,
2879,0,no,,no,no,no,no,variation,424-V01,,,
2880,0,no,,no,no,no,no,variation,424-V02,,,
2881,0,no,,no,no,no,no,variation,424-V03,,,
2882,0,no,,no,no,no,no,variation,424-V04,,,
2883,0,no,,no,no,no,no,variation,2848-V01,,,
2884,0,no,,no,no,no,no,variation,423-V01,,,
2885,0,no,,no,no,no,no,variation,423-V02,,,
2886,0,no,,no,no,no,no,variation,hmh00764-V01,,,
2887,0,no,,no,no,no,no,variation,hmh00764-V02,,,
2888,0,no,,no,no,no,no,variation,hmh00764-V03,,,
2889,0,no,,no,no,no,no,variation,hmh00764-V04,,,
2890,0,no,,no,no,no,no,variation,2372-V02,,,
2891,0,no,,no,no,no,no,variation,HMH-SED-XL0TDC-V01,,,
2892,0,no,,no,no,no,no,variation,HMH-SED-XL0TDC-V02,,,
2893,0,no,,no,no,no,no,variation,1017-V01,,,
2894,0,no,,no,no,no,no,variation,1017-V02,,,
2895,0,no,,no,no,no,no,variation,1017-V03,,,
2896,0,no,,no,no,no,no,variation,1017-V04,,,
2897,0,no,,no,no,no,no,variation,442-V01,,,
2898,0,no,,no,no,no,no,variation,442-V02,,,
2899,0,no,,no,no,no,no,variation,442-V03,,,
2900,0,no,,no,no,no,no,variation,442-V04,,,
2901,0,no,,no,no,no,no,variation,2627-V01,,,
2902,0,no,,no,no,no,no,variation,2627-V02,,,
2903,0,no,,no,no,no,no,variation,2627-V03,,,
2904,0,no,,no,no,no,no,variation,2625-V01,,,
2905,0,no,,no,no,no,no,variation,2625-V02,,,
2906,0,no,,no,no,no,no,variation,2625-V03,,,
2907,0,no,,no,no,no,no,variation,2126,,,
2908,0,no,,no,no,no,no,variation,3491,,,
2909,0,no,,no,no,no,no,variation,hmh01268-V01,,,
2910,0,no,,no,no,no,no,variation,2380-V01,,,
2911,0,no,,no,no,no,no,variation,2380-V02,,,
2912,0,no,,no,no,no,no,variation,2784-V01,,,
2913,0,no,,no,no,no,no,variation,2784-V02,,,
2914,0,no,,no,no,no,no,variation,2784-V03,,,
2915,0,no,,no,no,no,no,variation,2784-V04,,,
2916,0,no,,no,no,no,no,variation,2220-V01,,,
2917,0,no,,no,no,no,no,variation,2220-V02,,,
2918,0,no,,no,no,no,no,variation,2220-V03,,,
2919,0,no,,no,no,no,no,variation,GEN-1eLP-V01,,,
2920,0,no,,no,no,no,no,variation,GEN-1eLP-V02,,,
2921,0,no,,no,no,no,no,variation,GEN-1eLP-V03,,,
2922,0,no,,no,no,no,no,variation,GEN-1eLP-V04,,,
2923,0,no,,no,no,no,no,variation,UNO GEN-1eNG-V01,,,
2924,0,no,,no,no,no,no,variation,UNO GEN-1eNG-V02,,,
2925,0,no,,no,no,no,no,variation,UNO GEN-1eNG-V03,,,
2926,0,no,,no,no,no,no,variation,UNO GEN-1eNG-V04,,,
2927,0,no,,no,no,no,no,variation,2217-V01,,,
2928,0,no,,no,no,no,no,variation,2217-V02,,,
2929,0,no,,no,no,no,no,variation,2217-V03,,,
2930,0,no,,no,no,no,no,variation,2266,,,
2931,0,no,,no,no,no,no,variation,2228-V01,,,
2932,0,no,,no,no,no,no,variation,2228-V02,,,
2933,0,no,,no,no,no,no,variation,2228-V03,,,
2934,0,no,,no,no,no,no,variation,hmh01367-V01,,,
2935,0,no,,no,no,no,no,variation,hmh01367-V02,,,
2936,0,no,,no,no,no,no,variation,hmh01367-V03,,,
