Item Number,Item Name,Item Description,Brief Description,Alternate Lookup,Attribute,Size,Average Unit Cost,Regular Price,MSRP,Custom Price 1,Custom Price 2,Custom Price 3,Custom Price 4,UPC,Tax Code,Order Cost,Order By Unit,Sell By Unit,Item Type,Base Unit of Measure,Income Account,Company Reorder Point,COGS Account,Asset Account,Print Tags,Unorderable,Serial Tracking,Eligible for Commission,Department Name,Department Code,Vendor Name,Vendor Code,Manufacturer,Weight,Qty 1,Qty 2,Qty 3,Qty 4,Qty 5,Qty 6,Qty 7,Qty 8,Qty 9,Qty 10,Qty 11,Qty 12,Qty 13,Qty 14,Qty 15,Qty 16,Qty 17,Qty 18,Qty 19,Qty 20,On Order Qty,Reorder Point 1,Reorder Point 2,Reorder Point 3,Reorder Point 4,Reorder Point 5,Reorder Point 6,Reorder Point 7,Reorder Point 8,Reorder Point 9,Reorder Point 10,Reorder Point 11,Reorder Point 12,Reorder Point 13,Reorder Point 14,Reorder Point 15,Reorder Point 16,Reorder Point 17,Reorder Point 18,Reorder Point 19,Reorder Point 20,Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Eligible for Rewards,Vendor Name 2,UPC 2,Alternate Lookup 2,Order Cost 2,Vendor Name 3,UPC 3,Alternate Lookup 3,Order Cost 3,Vendor Name 4,UPC 4,Alternate Lookup 4,Order Cost 4,Vendor Name 5,UPC 5,Alternate Lookup 5,Order Cost 5,Unit of Measure 1,# of Base Units for UOM 1,UPC for UOM 1,Alternate Lookup for UOM 1,Regular Price for UOM 1,MSRP for UOM 1,Custom Price 1 for UOM 1,Custom Price 2 for UOM 1,Custom Price 3 for UOM 1,Custom Price 4 for UOM 1,Unit of Measure 2,# of Base Units for UOM 2,UPC for UOM 2,Alternate Lookup for UOM 2,Regular Price for UOM 2,MSRP for UOM 2,Custom Price 1 for UOM 2,Custom Price 2 for UOM 2,Custom Price 3 for UOM 2,Custom Price 4 for UOM 2,Unit of Measure 3,# of Base Units for UOM 3,UPC for UOM 3,Alternate Lookup for UOM 3,Regular Price for UOM 3,MSRP for UOM 3,Custom Price 1 for UOM 3,Custom Price 2 for UOM 3,Custom Price 3 for UOM 3,Custom Price 4 for UOM 3,Sync to Mobile,__qty_total__,__on_order_qty__,__regular_price__
1428,Black ABS 2x4 Grow Tray,2x4 Black Tray (winged sides),,,,1 Pc,21.1579,51.76,0,51.76,51.76,51.76,51.76,6911111179467,Tax,33.5,,,Inventory,,,,,,Yes,No,No,No,Pots/Containers,POT,NGW,NGW,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0.0,0,51.76
1482,Pulse Start 400w MH 7000k,Plantmax 400w for Vegetative Growth,,,,1 Box,23.13713,58.6,0,58.6,58.6,58.6,58.6,0691111779562,Tax,27,,,Inventory,,,,,,Yes,No,No,No,Lighting Equipment,LTE,Nickel City Wholesale Garden Supply,NCW,Plantmax,0,5,-3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,11.0,0,58.6
1509,Plantmax 1000w MH Conversion,"110,000 Lumens 1000w MH Bulb Runs on 1000w HPS Ballast",,,,1 Box,28.61538,74.95,0,74.92443,74.95,74.95,74.95,6911111117224,Tax,27,,,Inventory,,,,,,Yes,No,No,No,Bulbs,BUL,Nickel City Wholesale Garden Supply,NCW,Plantmax,0,11,-3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,22.0,0,74.95
1564,Plantmax 1000w MH 7200k,"90,000 Lumens MH Bulb 7200k Cool Blue",,,,1 Box,24.10054,78.19,0,78.2,78.19,78.19,78.19,0752686296030,Tax,24,,,Inventory,,,,,,Yes,No,No,No,Bulbs,BUL,Nickel City Wholesale Garden Supply,NCW,Plantmax,0,3,-7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,13.0,0,78.19
1621,HollandSecret Micro HW 4L 5-0-2,HollandSecret Micro HW 4L 5-0-2,,,,4 Liter,19.48,38.98,0,38.98,38.98,38.98,38.98,0718122810703,Tax,18.91,,,Inventory,Single,,,,,Yes,No,No,No,Nutrients,NUT,Nickel City Wholesale Garden Supply,NCW,FHD,0,3,-4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,6.0,0,38.98
1348,Great White Mycorrhizae 32oz,Mycorrhizae Formula,,,,32 Oz,148.7,218.91,0,218.91,218.91,218.91,218.91,0689319012036,Tax,148.7,,,Inventory,,,,,,Yes,No,No,No,Nutrients,NUT,NGW,NGW,Plant Success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0.0,0,218.91
1429,Black ABS 4x4 Grow Tray,4x4 Black Tray (winged sides),,,,1 Pc,47.5,74.24,0,74.24,74.24,74.24,74.24,0691111763344,Tax,47.5,,,Inventory,Single,,,,,Yes,No,No,No,Pots/Containers,POT,NGW,NGW,,0,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,-1.0,0,74.24
1510,Replacement Probe for pH-3,Probe Only for pH-3 handheld meter,,,,1 pc,20,34.16,0,34.16,34.16,34.16,34.16,0691111179465,Tax,20,,,Inventory,,,,,,Yes,No,No,No,Environment Control,ENV,Nickel City Wholesale Garden Supply,NCW,HM Digital,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2.0,0,34.16
1592,Royal Gold Lt. 0-1-0,"Royal Gold Lt. 0-1-0
Fulvic Acid Formula",,,,1 Lt,9.31491,19.99,0,19.99,19.99,19.99,19.99,0692236031226,Tax,9.95,,,Inventory,,,,,,Yes,No,No,No,Nutrients,NUT,Nickel City Wholesale Garden Supply,NCW,FHD,0,11,-1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,19.0,0,19.99
2059,FloraNectar Coconut 6gal,carbohydrate sugar additive,,,,6 Gal,0,276.99,0,276.99,276.99,276.99,276.99,,Tax,131.25,,,Inventory,,,,,,Yes,No,No,No,Nutrients,NUT,Nickel City Wholesale Garden Supply,NCW,General Hydroponics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0.0,0,276.99
2079,Cal-Pow 2kg,calcium supplement,,,,2 Kg,26.7,56.4,0,56.4,56.4,56.4,56.4,,Tax,26.7,,,Inventory,,,,,,Yes,No,No,No,Nutrients,NUT,Nickel City Wholesale Garden Supply,NCW,FHD,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,8.0,0,56.4
2087,Botanicare Black 2x4 Grow Tray,2x4 grow tray,,,,1 Pc,38.9,141.99,0,141.99,141.99,141.99,141.99,0757900618148,Tax,38.9,,,Inventory,,,,,,Yes,No,No,No,Pots/Containers,POT,NGW,NGW,botanicare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0.0,0,141.99
2092,CO2 Rain System,co2 tubing rain system,,,,1 Pk,6.59,12.66,0,12.66,12.66,12.66,12.66,0847127002056,Tax,6.59,,,Inventory,,,,,,Yes,No,No,No,Environment Control,ENV,NGW,NGW,titan,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2.0,0,12.66
2094,Safer Oxygen Plus 16oz,oxygen plus liquid plant food additive,,,,16 Oz,5.45,9.73,0,9.73,9.73,9.73,9.73,0047751006028,Tax,5.45,,,Inventory,,,,,,Yes,No,No,No,Nutrients,NUT,Nickel City Wholesale Garden Supply,NCW,Safer,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,4.0,0,9.73
2096,B'cuzz Booster Pack,"root, growth, bloom stimulants additives trial",,,,1 Box,11.95,20.48,0,20.48,20.48,20.48,20.48,6911116466353,Tax,11.95,,,Inventory,,,,,,Yes,No,No,No,Nutrients,NUT,Nickel City Wholesale Garden Supply,NCW,Atami,0,9,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,3.0,0,20.48
2099,OXO Big Scoop,Big Scooper,,,,1 PC,1.71429,10.7,0,10.7,10.7,10.7,10.7,0719812009735,Tax,4,,,Inventory,,,,,,Yes,Yes,No,No,Accessories,ACC,,,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,3.0,0,10.7
1912,Maxi-Jet 900 Pump,Submersible Pump 245gph,,,,1 Box,26,53.07,0,53.07,53.07,53.07,53.07,0051378070515,Tax,26,,,Inventory,,,,,,Yes,No,No,No,Components,COM,NGW,NGW,maxi Jet,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,-1.0,0,53.07
1984,G.O. Bio Weed 2.5Gal,Bio Weed COld processed seaweed,,,,2.5 Gal,60.00333,168.51,0,168.51,168.51,168.51,168.51,,Tax,70.62,,,Inventory,,,,,,Yes,No,No,No,Nutrients,NUT,Nickel City Wholesale Garden Supply,NCW,General Hydroponics,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,7.0,0,168.51
2060,FloraNectar Sugar Cane 2.5gal,carbohydrate sugar additive,,,,2.5 Gal,66.15,139.95,0,139.95,139.95,139.95,139.95,,Tax,66.15,,,Inventory,,,,,,Yes,No,No,No,Nutrients,NUT,Nickel City Wholesale Garden Supply,NCW,General Hydroponics,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0.0,0,139.95
2080,Grow Force Air Pump,single outlet air pump,,,,1 Box,5.5,8.99,0,9,8.99,8.99,8.99,0793094027229,Tax,5.5,,,Inventory,,,,,,Yes,No,No,Yes,Accessories,ACC,Nickel City Wholesale Garden Supply,NCW,,0,0,-6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,-3.0,0,8.99
2088,"EcoPlus 16"" Stand Fan","16"" Standing fan eco plus",,,,1 Box,22.95,44.92,0,44.92,44.92,44.92,44.92,0870883008864,Tax,22.95,,,Inventory,,,,,,Yes,No,No,No,Environment Control,ENV,NGW,NGW,ecoplus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0.0,0,44.92
2095,Safer Oxygen Plus 30oz,Oxygen Plus liquid Plant food additive,,,,30 Oz,8.95,16.57,0,16.57,16.57,16.57,16.57,0047751006035,Tax,8.95,,,Inventory,,,,,,Yes,No,No,No,Nutrients,NUT,Nickel City Wholesale Garden Supply,NCW,Safer,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,5.0,0,16.57
2097,B'cuzz Coco Nutrition A Qt,coco media nutrition base food fertilizer (part-A),,,,1 Qt,8.05,16.01,0,16.01,16.01,16.01,16.01,0069164632359,Tax,8.05,,,Inventory,,,,,,Yes,No,No,No,Nutrients,NUT,Nickel City Wholesale Garden Supply,NCW,Atami,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,3.0,0,16.01
2061,FloraNectar Sugar Cane 5gal,carbohydrate sugar additive,,,,6 Gal,0,276.95,0,276.95,276.95,276.95,276.95,,Tax,131.25,,,Inventory,,,,,,Yes,No,No,No,Nutrients,NUT,Nickel City Wholesale Garden Supply,NCW,General Hydroponics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0.0,0,276.95
2101,Monster Ebb & Grow Pump,Replacement monster ebb & grow pump,,,,1 Box,17.95,34.16,0,34.2,34.16,34.16,34.16,0051000105967,Tax,17.95,,,Inventory,,,,,,Yes,No,No,No,Accessories,ACC,Nickel City Wholesale Garden Supply,NCW,cap,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,4.0,0,34.16
1933,The Eliminator,200 GPD Reverse Osmosis System,,,,1 Box,0,293.2,0,293.2,293.2,293.2,293.2,0691661161034,Tax,150,,,Inventory,,,,,,Yes,Yes,No,No,Environment Control,ENV,System,SYS,Hydrofarm,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,1.0,0,293.2
1986,Bio Root 2.5Gal,Bio Root Booster 2.5,,,,2.5 Gal,52.49,116.5,0,116.5,116.5,116.5,116.5,0793094053242,Tax,55.08,,,Inventory,Single,,,,,Yes,No,No,No,Nutrients,NUT,Nickel City Wholesale Garden Supply,NCW,General Organics,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,1.0,0,116.5
2062,CaliMagic pt,calcium & magnesium supplement,,,,16 Oz,5,9.78,0,9.78,9.78,9.78,9.78,0793094017718,Tax,5,,,Inventory,,,,,,Yes,No,No,No,Nutrients,NUT,Nickel City Wholesale Garden Supply,NCW,General Hydroponics,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,14.0,0,9.78
2106,Ebb & Grow Pump,ebb pump replacement,,,,1 Box,12,24.39,0,24.4,24.39,24.39,24.39,0051000101525,Tax,12,,,Inventory,,,,,,Yes,No,No,No,Accessories,ACC,NGW,NGW,CAP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,1.0,0,24.39
2111,Tri Pack F.H.D.,tri pack F.H.D.,,,,1 Box,30,41.21,54.95,30.9075,30.90563,30.90563,41.21,0000100002119,Tax,30,,,Inventory,,,,,,Yes,No,No,No,Nutrients,NUT,Nickel City Wholesale Garden Supply,NCW,FHD,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,3.0,0,41.21
2113,White CO2 Washer,one white washer for co2,,,,1 Pc,0.5,0.97,0,0.97,0.97,0.97,0.97,0691111643232,Tax,0.5,,,Inventory,,,,,,Yes,No,No,No,Accessories,ACC,Nickel City Wholesale Garden Supply,NCW,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0.0,0,0.97
2115,"3/4"" Thru H0le","3/4"" thru hole",,,,1 Pc,1.65,3.29,0,3.29,3.29,3.29,3.29,1646222345646,Tax,1.65,,,Inventory,Single,,,,,Yes,No,No,Yes,Components,COM,Nickel City Wholesale Garden Supply,NCW,FHD,0,10,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,7.0,0,3.29
2118,EZ Clone Rooting Gel 2oz,Rooting gel hormone,,,,2 Oz,7.29,12.95,0,12.95,12.95,12.95,12.95,0953229001085,Tax,7.29,,,Inventory,,,,,,Yes,No,No,No,Nutrients,NUT,NGW,NGW,ez clone,0,0,-38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,-38.0,0,12.95
1988,CaMg+ 2.5Gal,Calcium & Magnesium Supplement,,,,2.5 Gal,43.46667,141.53,0,141.53,141.53,141.53,141.53,0793094053143,Tax,65.2,,,Inventory,,,,,,Yes,No,No,No,Nutrients,NUT,Nickel City Wholesale Garden Supply,NCW,General Hydroponics,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2.0,0,141.53
2064,CaliMagic Gal,Calcium & magnesium supplement,,,,1 Gal,20.25,62.89,0,62.89,62.89,62.89,62.89,0793094017732,Tax,20.25,,,Inventory,,,,,,Yes,No,No,No,Nutrients,NUT,Nickel City Wholesale Garden Supply,NCW,General HydropoNics,0,5,-3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,9.0,0,62.89
2130,Dead Bug 32oz RTU,Captain Jacks dead bug brew spinosad,,,,32 Oz,5.41,13.95,0,13.95,13.95,13.95,13.95,0037321002505,Tax,5.41,,,Inventory,,,,,,Yes,No,No,No,Pest Control,PST,NGW,NGW,Bonide,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,9.0,0,13.95
2109,"Nano Dome 7"" Vented sunblaster","Nano Dome 7"" Vented sunblaster t5 light",,,,1 Pc,3,6.79,0,6.79,6.79,6.79,6.79,0691111033337,Tax,3,,,Inventory,,,,,,Yes,No,No,No,Lighting Equipment,LTE,Nickel City Wholesale Garden Supply,NCW,FHD,0,216,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,205.0,0,6.79
2134,Maxell LR1130 Battery,Battery for CWP ph-3 handheld pH meter,,,,1 Pc,0.38095,1.95,0,1.95,1.95,1.95,1.95,6922910320341,Tax,0.8,,,Inventory,,,,,,Yes,No,No,Yes,Accessories,ACC,,,,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,-1.0,0,1.95
2145,Waterfarm Inner Bucket,Inner bucket only 2 gallon & marroon,,,,1 Pc,7.8,12.71,0,12.71,12.71,12.71,12.71,0069111646323,Tax,7.8,,,Inventory,,,,,,Yes,No,No,No,Components,COM,Nickel City Wholesale Garden Supply,NCW,General Hydroponics,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,16.0,0,12.71
2121,Bud Candy 500ml,Magnesium supplement,,,,500 ml,9.34,16.58,0,16.58,16.58,16.58,16.58,0845268003734,Tax,9.34,,,Inventory,,,,,,Yes,No,No,No,Nutrients,NUT,Advanced Nutrients,AN,advanced nutrients,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0.0,0,16.58
2146,Waterfarm Outer Bucket,Outer Bucket only 4 gallon Beige,,,,1 Pc,12,19.55,0,19.55,19.55,19.55,19.55,0069111666659,Tax,12,,,Inventory,,,,,,Yes,No,No,No,Components,COM,Nickel City Wholesale Garden Supply,NCW,General Hydroponics,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,-1.0,0,19.55
2152,Power Wash Qt,frequency water,,,,1 Qt,0,13.64,0,13.64,13.64,13.64,13.64,0847127001141,Tax,8.31,,,Inventory,,,,,,Yes,No,No,No,Nutrients,NUT,,,,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,8.0,0,13.64
2153,Tarantula Liquid 500ml,root innoculant beneficial bacteria,,,,500 ml,40.42065,48,0,48,48,48,48,0845268002621,Tax,52.21,,,Inventory,,,,,,Yes,No,No,No,Nutrients,NUT,Advanced Nutrients,AN,advanced nutrients,0,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,3.0,0,48.0
2142,Himalaya 110w XHO Bloom T5 Bulb,UNO 110w replacement bloom spectrum T5 tube bulb flourescent 2900k,,,,1 Pc,8.61871,15.59,15.95,15.6,15.59,15.59,15.59,6911113114312,Tax,8.25,,,Inventory,Single,,,,,Yes,No,No,No,Bulbs,BUL,Nickel City Wholesale Garden Supply,NCW,himalaya,0,8,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,40.0,0,15.59
2151,Hydro Rush Qt,Oxygen Supplement,,,,1 Qt,16.28663,29.32,0,29.32,29.32,29.32,29.32,0728028128505,Tax,16.5,,,Inventory,,,,,,Yes,No,No,No,Nutrients,NUT,NGW,NGW,Hydro Rush,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,3.0,0,29.32
2160,Mondi Thermo-Hygrometer,thermometer hygrometer mondi clip on,,,,1 Pc,11.95,19.5,0,19.5,19.5,19.5,19.5,0876395001034,Tax,11.95,,,Inventory,,,,,,Yes,No,No,No,Environment Control,ENV,System,SYS,Mondi,0,23,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,41.0,0,19.5
2193,Blumat Auto Waterer,Auto watering piece,,,,1 Pc,0,6.83,0,6.8,6.83,6.83,6.83,0063881062154,Tax,2.5,,,Inventory,,,,,,Yes,Yes,No,No,Accessories,ACC,Nickel City Wholesale Garden Supply,NCW,blumat,0,4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0.0,0,6.83
2195,"Oasis Rootcubes 2"" Sheet","2"" 50 count sheet of oasis root cubes in Propagation tray",,,,1 Sheet,0,15.63,0,15.63,15.63,15.63,15.63,0045744101514,Tax,9.62,,,Inventory,,,,,,Yes,No,No,No,Media,MED,NGW,NGW,Oasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0.0,0,15.63
