key,sku,handle,title,primary_category,categories,brand,brand_invalid_reason
"handle:kings-kush-feminised-og-kush-x-grape-5-seed","","kings-kush-feminised-og-kush-x-grape-5-seed","King's Kush (Feminised) OG Kush x Grape -5 Seed","seeds","seeds","H Moon Hydro",""
"handle:jacks-dream-feminised-jack-herer-x-a-m-s-5-seed","","jacks-dream-feminised-jack-herer-x-a-m-s-5-seed","Jack’s Dream (Feminised) Jack Herer x A.M.S-5 Seed","seeds","seeds","H Moon Hydro",""
"handle:jack-herer-feminised-haze-x-red-skunk-5-pk-seed","","jack-herer-feminised-haze-x-red-skunk-5-pk-seed","Jack Herer (Feminised) Haze x Red Skunk-5 pk Seed","seeds","seeds","H Moon Hydro",""
"handle:great-white-shark-feminised-super-skunk-x-brazilian-x-south-indian-5-seed","","great-white-shark-feminised-super-skunk-x-brazilian-x-south-indian-5-seed","Great White Shark (Feminised) Super Skunk x Brazilian x South Indian.-5 SEED","seeds","seeds","Great White",""
"handle:grease-gun-auto-seed-8pk","","grease-gun-auto-seed-8pk","Grease Gun Auto-Seed 8pk","seeds","seeds","H Moon Hydro",""
"handle:holy-punch-feminised-the-church-x-grape-photo-5-seed","","holy-punch-feminised-the-church-x-grape-photo-5-seed","Holy Punch (Feminised) The Church x Grape Photo 5 Seed","seeds","seeds","H Moon Hydro",""
"handle:gmo-auto-seed-8pk","","gmo-auto-seed-8pk","GMO Auto-Seed 8pk","seeds","seeds","H Moon Hydro",""
"handle:froot-by-the-foot-auto-seed-8-pk","","froot-by-the-foot-auto-seed-8-pk","Froot by the Foot Auto -Seed-8 pk","seeds","seeds","H Moon Hydro",""
"handle:gmo-og-auto-seed-8-pack","","gmo-og-auto-seed-8-pack","GMO OG-Auto – Seed-8 Pack","seeds","seeds","H Moon Hydro",""
"handle:garlic-jam-auto-seed-8pk","","garlic-jam-auto-seed-8pk","Garlic Jam Auto-Seed 8pk","seeds","seeds","H Moon Hydro",""
"handle:hawaiian-snow-feminised-hawaiian-sativa-x-laos","","hawaiian-snow-feminised-hawaiian-sativa-x-laos","Hawaiian Snow (Feminised) Hawaiian sativa x Laos","seeds","seeds","H Moon Hydro",""
"handle:gmo-8-auto-seed-8pk","","gmo-8-auto-seed-8pk","GMO 8+ Auto-Seed 8pk","seeds","seeds","H Moon Hydro",""
"handle:gummibears-auto-seed-8pk","","gummibears-auto-seed-8pk","Gummibears Auto-Seed 8pk","seeds","seeds","H Moon Hydro",""
"handle:fog-dog-auto-seed-8-pk","","fog-dog-auto-seed-8-pk","Fog Dog Auto - Seed-  8 pk","seeds","seeds","H Moon Hydro",""
"handle:francos-lemon-cheese-feminised-super-lemon-haze-x-exodus-cheese-5-sed","","francos-lemon-cheese-feminised-super-lemon-haze-x-exodus-cheese-5-sed","Franco's Lemon Cheese (Feminised) Super Lemon Haze x Exodus Cheese -5 sed","seeds","seeds","H Moon Hydro",""
"handle:flowerbomb-kush-feminised-green-crack-x-og-kush-photo-5-seed","","flowerbomb-kush-feminised-green-crack-x-og-kush-photo-5-seed","Flowerbomb Kush (Feminised) Green Crack x OG Kush photo 5 Seed","seeds","seeds","H Moon Hydro",""
"handle:fullgas-feminised-exodus-cheese-x-sherbert-og-photo-5-seed","","fullgas-feminised-exodus-cheese-x-sherbert-og-photo-5-seed","Fullgas! (Feminised) Exodus Cheese X Sherbert OG Photo -5 Seed","seeds","seeds","H Moon Hydro",""
"handle:face-fat-auto-8-seed-pk","","face-fat-auto-8-seed-pk","Face Fat Auto –  8 Seed pk","seeds","seeds","H Moon Hydro",""
"handle:down-to-earth-neem-seed-meal-5-lb","hmh01799","down-to-earth-neem-seed-meal-5-lb","Down To Earth Neem Seed Meal - 5 lb","seeds","seeds","H Moon Hydro",""
"handle:chemdog-feminized-5-seed","","chemdog-feminized-5-seed","CHEMDOG ( feminized ) 5 seed","seeds","seeds","H Moon Hydro",""
"handle:diy-autoflowering-cannabis-by-jeff-lowenfels","","diy-autoflowering-cannabis-by-jeff-lowenfels","DIY Autoflowering Cannabis by Jeff Lowenfels","seeds","seeds","H Moon Hydro",""
"handle:blue-haze-x-gelato-41-auto-feminised-blue-haze-x-gelato-41-auto-5-seed","","blue-haze-x-gelato-41-auto-feminised-blue-haze-x-gelato-41-auto-5-seed","Blue Haze x Gelato 41 Auto (Feminised) Blue Haze x Gelato 41 Auto/ 5 Seed","seeds","seeds","H Moon Hydro",""
"handle:blue-dream-auto-seed-pack-8-pk","","blue-dream-auto-seed-pack-8-pk","Blue Dream Auto – Seed Pack 8 pk","seeds","seeds","H Moon Hydro",""
"handle:black-toffee-auto-feminised-larry-bubba-x-gelato-41-auto-5-seed","","black-toffee-auto-feminised-larry-bubba-x-gelato-41-auto-5-seed","Black Toffee Auto (Feminised) Larry Bubba x Gelato #41 Auto -5 Seed","seeds","seeds","H Moon Hydro",""
"handle:banjerine-auto-flowering-8-seed-pk","","banjerine-auto-flowering-8-seed-pk","Banjerine Auto Flowering - 8 seed pk","seeds","seeds","H Moon Hydro",""
"handle:big-bang-feminised-skunk-x-northern-light-x-el-nino-auto-5-seed","","big-bang-feminised-skunk-x-northern-light-x-el-nino-auto-5-seed","Big Bang (Feminised) Skunk x Northern Light x El Niño AUTO 5 Seed","seeds","seeds","H Moon Hydro",""
"handle:banana-krumble-feminised-banana-punch-x-og-kush-5-seed","","banana-krumble-feminised-banana-punch-x-og-kush-5-seed","Banana Krumble (Feminised) Banana Punch x OG Kush-5 Seed","seeds","seeds","H Moon Hydro",""
"handle:arjans-strawberry-haze-feminised-swiss-sativa-x-nl5-haze-mist-5-seed","","arjans-strawberry-haze-feminised-swiss-sativa-x-nl5-haze-mist-5-seed","Arjan's Strawberry Haze (Feminised) Swiss sativa x NL5 Haze Mist-5 seed","seeds","seeds","H Moon Hydro",""
"handle:alienz-auto-feminised-alienz-x-watermelon-auto-5-seed","","alienz-auto-feminised-alienz-x-watermelon-auto-5-seed","AlienZ Auto (Feminised) Alienz x Watermelon Auto 5 Seed","seeds","seeds","H Moon Hydro",""
"sku:1961","1961","haze-auto-x-white-widow-auto","Haze Auto x White Widow Auto","seeds","seeds","Unknown",""
"sku:3535","3535","gelato-41-simi-full-term-11g","Gelato #41 Simi Full Term 11G","seeds","seeds","Atlas Seeds",""
"sku:3570","3570","wedding-gelato","WEDDING GELATO","seeds","seeds","Atlas Seeds",""
"sku:3571","3571","gelato-41-32-","GELATO #41-32%","seeds","seeds","Atlas Seeds",""
"sku:3560","3560","facefat-strain-auto-fem","Facefat Strain Auto FEM","seeds","seeds","Atlas Seeds",""
"sku:trim-trimpro-rotor-exit-c","trim-trimpro-rotor-exit-c","trimpro-rotor-exit-chute","TRIMPRO ROTOR Exit Chute","trimming","trimming","TrimPro",""
"sku:trim-trimpro-xl-replaceme","trim-trimpro-xl-replaceme","trimpro-xl-replacement-bag","TRIMPRO XL replacement bag","trimming","trimming","TrimPro",""
"sku:trim-trimbox-replacement-","trim-trimbox-replacement-","trimbox-replacement-bag","TRIMBOX replacement bag","trimming","trimming","Trimbox",""
"sku:trim-trolley-wheel-replac","trim-trolley-wheel-replac","trolley-wheel-replacement-kit","Trolley wheel replacement kit","trimming","trimming","Unknown",""
"sku:trim-trimpro-rotor-grate-","trim-trimpro-rotor-grate-","trimpro-rotor-grate-size-1-4","TRIMPRO ROTOR - grate size 1/4""","trimming","trimming","TrimPro",""
"sku:trim-trimpro-workstation-","trim-trimpro-workstation-","trimpro-workstation-grate-mixed","TRIMPRO Workstation grate mixed","trimming","trimming","TrimPro",""
"sku:trim-trimbox-workstation-","trim-trimbox-workstation-","trimbox-workstation-stand-only","TRIMBOX Workstation STAND ONLY","trimming","trimming","Trimbox",""
"sku:trim-trimpro-replacement-","trim-trimpro-replacement-","trimpro-replacement-grate-original-1-4","TRIMPRO replacement grate original 1/4""","trimming","trimming","TrimPro",""
"sku:trim-trimpro-rotor-replac","trim-trimpro-rotor-replac","trimpro-rotor-replacement-motor","TRIMPRO ROTOR replacement motor","trimming","trimming","TrimPro",""
"sku:trim-trimpro-rotor-work-s","trim-trimpro-rotor-work-s","trimpro-rotor-work-station-w-rotor","TRIMPRO ROTOR Work Station w/ Rotor","trimming","trimming","TrimPro",""
"sku:trim-trimbox","trim-trimbox","trimbox","TRIMBOX","trimming","trimming","Trimbox",""
"sku:trim-small-5-gallon-repla","trim-small-5-gallon-repla","small-5-gallon-replacement-bag","Small 5 Gallon Replacement Bag","trimming","trimming","Unknown",""
"sku:trim-spin-pro-wire-replac","trim-spin-pro-wire-replac","spin-pro-wire-replacments","Spin Pro Wire Replacments","trimming","trimming","Spin Pro",""
"sku:trim-spin-pro-manual-trim","trim-spin-pro-manual-trim","spin-pro-manual-trimmer","Spin Pro Manual Trimmer","trimming","trimming","Spin Pro",""
"sku:trim-centurion-pro-tablet","trim-centurion-pro-tablet","centurion-pro-tabletop-trimming-machine-wet-or-dry","Centurion Pro Tabletop Trimming Machine Wet or Dry","trimming","trimming","Centurion",""
"handle:8-flange","","8-flange","8"" Flange","ventilation_accessories","ventilation_accessories","Unknown",""
"handle:8-in-x-25-ft-flexible-duct-w-2-clamps-included","","8-in-x-25-ft-flexible-duct-w-2-clamps-included","8 in. x 25 ft flexible duct w / 2 clamps included","ventilation_accessories","ventilation_accessories","Unknown",""
"handle:6-flange","","6-flange","6"" Flange","ventilation_accessories","ventilation_accessories","Unknown",""
"handle:6-in-x-25-ft-flexible-duct-w-2-clamps-included","","6-in-x-25-ft-flexible-duct-w-2-clamps-included","6 in. x 25 ft flexible duct W/ 2 clamps included","ventilation_accessories","ventilation_accessories","Unknown",""
"handle:8-in-backdraft-damper","","8-in-backdraft-damper","8 in. Backdraft Damper","ventilation_accessories","ventilation_accessories","Unknown",""
"handle:6-in-backdraft-damper","","6-in-backdraft-damper","6 in. Backdraft Damper","ventilation_accessories","ventilation_accessories","Unknown",""
"handle:8-in-hose-clamps","","8-in-hose-clamps","8 in. hose clamps","ventilation_accessories","ventilation_accessories","Unknown",""
"handle:6-in-hose-clamps","","6-in-hose-clamps","6 in. hose clamps","ventilation_accessories","ventilation_accessories","Unknown",""
"handle:4-in-x-25-ft-flexible-duct-w-2-clamps-included","","4-in-x-25-ft-flexible-duct-w-2-clamps-included","4 in. x 25 ft flexible duct w/ 2 clamps included","ventilation_accessories","ventilation_accessories","Unknown",""
"handle:4-in-hose-clamps","","4-in-hose-clamps","4 in. hose clamps","ventilation_accessories","ventilation_accessories","Unknown",""
"handle:18-can-duct-3-ply-premium-ducting-w-clamps","","18-can-duct-3-ply-premium-ducting-w-clamps","18"" Can-Duct 3-ply Premium Ducting w/ Clamps","ventilation_accessories","ventilation_accessories","Unknown",""
"handle:16-can-duct-3-ply-premium-ducting-w-clamps","","16-can-duct-3-ply-premium-ducting-w-clamps","16"" Can-Duct 3-ply Premium Ducting w/ clamps","ventilation_accessories","ventilation_accessories","Unknown",""
"handle:12-in-hose-clamps","","12-in-hose-clamps","12 in. hose clamps","ventilation_accessories","ventilation_accessories","Unknown",""
"handle:12-flange","","12-flange","12"" Flange","ventilation_accessories","ventilation_accessories","Unknown",""
"handle:14-can-duct-premium-3-ply-ducting-w-clamps","","14-can-duct-premium-3-ply-ducting-w-clamps","14"" Can-Duct Premium 3-ply Ducting w/ clamps","ventilation_accessories","ventilation_accessories","Unknown",""
"handle:12-in-x-25-ft-flexible-duct-w-2-clamps-included","","12-in-x-25-ft-flexible-duct-w-2-clamps-included","12 in. x 25 ft flexible duct w/ 2 clamps included","ventilation_accessories","ventilation_accessories","Unknown",""
"handle:12-in-backdraft-damper","","12-in-backdraft-damper","12 in. Backdraft Damper","ventilation_accessories","ventilation_accessories","Unknown",""
"handle:10-flange","","10-flange","10"" Flange","ventilation_accessories","ventilation_accessories","Unknown",""
"handle:10-in-x-25-ft-flexible-duct-w-2-clamps-included","","10-in-x-25-ft-flexible-duct-w-2-clamps-included","10 in. x 25 ft flexible duct w/ 2 clamps included","ventilation_accessories","ventilation_accessories","Unknown",""
"handle:10-in-backdraft-damper","","10-in-backdraft-damper","10 in. Backdraft Damper","ventilation_accessories","ventilation_accessories","Unknown",""
"handle:10-in-hose-clamps","","10-in-hose-clamps","10 in. hose clamps","ventilation_accessories","ventilation_accessories","Unknown",""
"handle:backdraft-dampers","","backdraft-dampers","Backdraft Dampers","ventilation_accessories","ventilation_accessories","Unknown",""
"handle:ducting","","ducting","Ducting","ventilation_accessories","ventilation_accessories","Unknown",""
"sku:water-tall-boy-de-chlorina","water-tall-boy-de-chlorina","tall-boy-de-chlorinator-sediment-filter","Tall Boy De-Chlorinator & Sediment Filter","water_filtration","water_filtration","Hydro-Logic",""
"sku:water-tall-boy-blue-carbon","water-tall-boy-blue-carbon","tall-boy-blue-carbon-replacement-filter","TALL BOY BLUE CARBON REPLACEMENT FILTER","water_filtration","water_filtration","Hydro-Logic",""
"sku:water-tall-boy-blue-sedime","water-tall-boy-blue-sedime","tall-boy-blue-sediment-replacement","TALL BOY BLUE SEDIMENT REPLACEMENT","water_filtration","water_filtration","Hydro-Logic",""
"sku:water-small-boy-carbon-rep","water-small-boy-carbon-rep","small-boy-carbon-replacement-filter","SMALL BOY CARBON REPLACEMENT FILTER","water_filtration","water_filtration","Hydro-Logic",""
"sku:water-stealth-ro-100-200-s","water-stealth-ro-100-200-s","stealth-ro-100-200-sediment-filter","STEALTH RO 100/200 SEDIMENT FILTER","water_filtration","water_filtration","Stealth RO",""
"sku:water-stealth-ro-100-200-c","water-stealth-ro-100-200-c","stealth-ro-100-200-carbon-filter","STEALTH RO 100/200 CARBON FILTER","water_filtration","water_filtration","Stealth RO",""
"sku:water-stealth-ro-300-custo","water-stealth-ro-300-custo","stealth-ro-300-customized-reverse-osmosis-filter","Stealth RO 300 Customized Reverse Osmosis filter","water_filtration","water_filtration","Stealth RO",""
"sku:water-stealth-ro-100-custo","water-stealth-ro-100-custo","stealth-ro-100-customized-reverse-osmosis-filter","Stealth RO 150 Customized Reverse Osmosis filter","water_filtration","water_filtration","Stealth RO",""
"sku:water-stealth-ro-100-200-p","water-stealth-ro-100-200-p","stealth-ro-100-200-pressure-booster-pump","STEALTH RO 100/200/ PRESSURE BOOSTER PUMP","water_filtration","water_filtration","Stealth RO",""
"sku:water-small-boy-sediment-r","water-small-boy-sediment-r","small-boy-sediment-replacement","SMALL BOY SEDIMENT REPLACEMENT","water_filtration","water_filtration","Hydro-Logic",""
"sku:water-stealth-ro-100-200-m","water-stealth-ro-100-200-m","stealth-ro-100-200-membrane-filter","STEALTH RO 150/300 MEMBRANE FILTER","water_filtration","water_filtration","Stealth RO",""
"sku:water-profilter-replacemen","water-profilter-replacemen","profilter-replacement-carbon","ProFilter Replacement Carbon","water_filtration","water_filtration","PROfilter",""
"sku:water-pre-filter-for-model","water-pre-filter-for-model","pre-filter-for-model-pro-70s","Pre-Filter for Model Pro 70s","water_filtration","water_filtration","Unknown",""
"sku:water-hydro-logic-preevolu","water-hydro-logic-preevolu","hydro-logic-preevolution-high-capacity-pre-filter","Hydro-Logic® PreEvolution™ High Capacity Pre-Filter","water_filtration","water_filtration","Hydro-Logic",""
"sku:water-hydro-logic-evolutio","water-hydro-logic-evolutio","hydro-logic-evolution-ro1000-1000-gpd","Hydro-Logic® Evolution RO1000™ - 1000 GPD","water_filtration","water_filtration","Hydro-Logic",""
"sku:water-float-valve-3-8-in-q","water-float-valve-3-8-in-q","float-valve-3-8-in-qc-tall-boy","FLOAT VALVE 3/8 in. QC -TALL BOY","water_filtration","water_filtration","Hydro-Logic",""
"sku:water-can-50-pre-filter","water-can-50-pre-filter","can-50-pre-filter","CAN 50 Pre-Filter","water_filtration","water_filtration","Unknown",""
"sku:water-can-125-pre-filter","water-can-125-pre-filter","can-125-pre-filter","CAN 125 Pre-Filter","water_filtration","water_filtration","Unknown",""
"sku:water-can-33-pre-filter","water-can-33-pre-filter","can-33-pre-filter","CAN 33 Pre-Filter","water_filtration","water_filtration","Unknown",""
"sku:water-can-700-pre-filter","water-can-700-pre-filter","can-700-pre-filter","CAN 700 Pre-Filter","water_filtration","water_filtration","Unknown",""
"sku:water-can-75-pre-filter","water-can-75-pre-filter","can-75-pre-filter","CAN 75 Pre-Filter","water_filtration","water_filtration","Unknown",""
"sku:water-can-66-pre-filter","water-can-66-pre-filter","can-66-pre-filter","CAN 66 Pre-Filter","water_filtration","water_filtration","Unknown",""
"sku:water-can-100-pre-filter","water-can-100-pre-filter","can-100-pre-filter","CAN 100 Pre-Filter","water_filtration","water_filtration","Unknown",""
"sku:water-can-150-pre-filter","water-can-150-pre-filter","can-150-pre-filter","CAN 150 Pre-Filter","water_filtration","water_filtration","Unknown",""
"sku:water-big-boy-kdf-85-carbo","water-big-boy-kdf-85-carbo","big-boy-kdf-85-carbon-filter-well-water-chloramines","BIG BOY KDF-85 CARBON FILTER- WELL WATER & CHLORAMINES","water_filtration","water_filtration","Hydro-Logic",""
"sku:water-big-boy-pleated-sedi","water-big-boy-pleated-sedi","big-boy-pleated-sediment-filter-cleanable","BIG BOY PLEATED SEDIMENT FILTER (CLEANABLE)","water_filtration","water_filtration","Hydro-Logic",""
"sku:water-big-boy-carbon-filte","water-big-boy-carbon-filte","big-boy-carbon-filter","Big Boy Carbon filter","water_filtration","water_filtration","Hydro-Logic",""
