Handle,Title,Option1 Name,Option1 Value,SKU,Barcode,Price,CompareAtPrice,Cost,Status,Vendor,ProductType,InventoryQuantity
overdrive,Overdrive,,,hmh01047,,118.54,,,ACTIVE,H Moon Hydro,grouped,0
overdrive,Overdrive,,,hmh01048,,286.04,,,ACTIVE,H Moon Hydro,grouped,0
piranha-beneficial-fungi,Piranha Beneficial Fungi,,,hmh01049,,32.48,,,ACTIVE,H Moon Hydro,grouped,0
piranha-beneficial-fungi,Piranha Beneficial Fungi,,,hmh01050,,56.82,,,ACTIVE,H Moon Hydro,grouped,0
rhino-skin,Rhino Skin,,,hmh01423,,106.1,,,ACTIVE,H Moon Hydro,grouped,0
sensi-grow-two-part,Sensi Grow Two-part,,,hmh01056,,39.0,,,ACTIVE,H Moon Hydro,grouped,0
sensi-grow-two-part,Sensi Grow Two-part,,,hmh01058,,39.0,,,ACTIVE,H Moon Hydro,grouped,0
sensi-grow-two-part,Sensi Grow Two-part,,,hmh01057,,79.96,,,ACTIVE,H Moon Hydro,grouped,0
sensi-grow-two-part,Sensi Grow Two-part,,,hmh01059,,79.96,,,ACTIVE,H Moon Hydro,grouped,0
sensizym,Sensizym,,,hmh01060,,35.68,,,ACTIVE,H Moon Hydro,grouped,0
sensizym,Sensizym,,,hmh01061,,110.0,,,ACTIVE,H Moon Hydro,grouped,0
sensizym,Sensizym,,,hmh01062,,243.8,,,ACTIVE,H Moon Hydro,grouped,0
tarantula-beneficial-bacteria,Tarantula Beneficial Bacteria,,,hmh01063,,32.48,,,ACTIVE,H Moon Hydro,grouped,0
tarantula-beneficial-bacteria,Tarantula Beneficial Bacteria,,,hmh01064,,56.82,,,ACTIVE,H Moon Hydro,grouped,0
ultra-premium-connoisseur-bundle,Ultra-premium Connoisseur,,,hmh01065,,39.5,,,ACTIVE,H Moon Hydro,grouped,0
ultra-premium-connoisseur-bundle,Ultra-premium Connoisseur,,,hmh01066,,95.0,,,ACTIVE,H Moon Hydro,grouped,0
ultra-premium-connoisseur-bundle,Ultra-premium Connoisseur,,,hmh01067,,39.5,,,ACTIVE,H Moon Hydro,grouped,0
ultra-premium-connoisseur-bundle,Ultra-premium Connoisseur,,,hmh01068,,95.0,,,ACTIVE,H Moon Hydro,grouped,0
voodoo-juice-root-booster,VooDoo Juice Root Booster,,,hmh01069,,66.9,,,ACTIVE,H Moon Hydro,grouped,0
voodoo-juice-root-booster,VooDoo Juice Root Booster,,,hmh01070,,107.04,,,ACTIVE,H Moon Hydro,grouped,0
voodoo-juice-root-booster,VooDoo Juice Root Booster,,,hmh01071,,330.0,,,ACTIVE,H Moon Hydro,grouped,0
grow-big-liquid-plant-food-6-4-4,Grow Big Liquid Plant Food (6-4-4),,,hmh01087,,35.99,38.0,,ACTIVE,H Moon Hydro,grouped,0
grow-big-liquid-plant-food-6-4-4,Grow Big Liquid Plant Food (6-4-4),,,hmh01088,,70.29,,,ACTIVE,H Moon Hydro,grouped,0
tiger-bloom-liquid-plant-food-2-8-4,Tiger Bloom Liquid Plant Food (2-8-4),,,hmh01091,,21.95,,,ACTIVE,H Moon Hydro,grouped,0
tiger-bloom-liquid-plant-food-2-8-4,Tiger Bloom Liquid Plant Food (2-8-4),,,hmh01092,,66.95,,,ACTIVE,H Moon Hydro,grouped,0
root-pouch,Root Pouch,,,hmh01127,,1.0,,,ACTIVE,H Moon Hydro,grouped,0
root-pouch,Root Pouch,,,hmh01128,,1.41,,,ACTIVE,H Moon Hydro,grouped,0
root-pouch,Root Pouch,,,hmh01129,,1.94,,,ACTIVE,H Moon Hydro,grouped,0
root-pouch,Root Pouch,,,hmh01131,,3.59,,,ACTIVE,H Moon Hydro,grouped,0
root-pouch,Root Pouch,,,hmh01132,,4.69,,,ACTIVE,H Moon Hydro,grouped,0
root-pouch,Root Pouch,,,hmh01133,,8.79,,,ACTIVE,H Moon Hydro,grouped,0
root-pouch,Root Pouch,,,hmh01134,,13.01,,,ACTIVE,H Moon Hydro,grouped,0
root-pouch,Root Pouch,,,hmh01135,,14.8,,,ACTIVE,H Moon Hydro,grouped,0
root-pouch,Root Pouch,,,hmh01136,,15.95,,,ACTIVE,H Moon Hydro,grouped,0
root-pouch,Root Pouch,,,hmh01137,,25.71,,,ACTIVE,H Moon Hydro,grouped,0
root-pouch,Root Pouch,,,hmh01138,,28.26,,,ACTIVE,H Moon Hydro,grouped,0
root-pouch,Root Pouch,,,hmh01139,,30.2,,,ACTIVE,H Moon Hydro,grouped,0
root-pouch,Root Pouch,,,hmh01140,,36.33,,,ACTIVE,H Moon Hydro,grouped,0
calimagic,CALiMAGic,,,hmh01155,,12.95,,,ACTIVE,H Moon Hydro,grouped,0
calimagic,CALiMAGic,,,hmh01156,,25.14,,,ACTIVE,H Moon Hydro,grouped,0
calimagic,CALiMAGic,,,hmh01157,,62.95,,,ACTIVE,H Moon Hydro,grouped,0
calimagic,CALiMAGic,,,hmh01158,,174.95,,,ACTIVE,H Moon Hydro,grouped,0
calimagic,CALiMAGic,,,hmh01832,,227.5,,,ACTIVE,H Moon Hydro,grouped,0
pure-blend-pro-grow,Pure Blend Pro Grow,,,hmh01168,,24.29,,,ACTIVE,H Moon Hydro,grouped,0
pure-blend-pro-grow,Pure Blend Pro Grow,,,hmh01169,,59.0,,,ACTIVE,H Moon Hydro,grouped,0
pure-blend-pro-bloom,Pure Blend Pro Bloom,,,hmh01170,,24.29,,,ACTIVE,H Moon Hydro,grouped,0
pure-blend-pro-bloom,Pure Blend Pro Bloom,,,hmh01171,,59.0,,,ACTIVE,H Moon Hydro,grouped,0
pure-blend-pro-soil,Pure Blend Pro Soil,,,hmh01172,,24.29,,,ACTIVE,H Moon Hydro,grouped,0
pure-blend-pro-soil,Pure Blend Pro Soil,,,hmh01173,,59.0,,,ACTIVE,H Moon Hydro,grouped,0
hydroplex,Hydroplex,,,hmh01174,,39.89,,,ACTIVE,H Moon Hydro,grouped,0
hydroplex,Hydroplex,,,hmh01175,,98.6,,,ACTIVE,H Moon Hydro,grouped,0
liquid-karma,Liquid Karma,,,hmh01176,,35.05,,,ACTIVE,H Moon Hydro,grouped,0
liquid-karma,Liquid Karma,,,hmh01177,,84.5,,,ACTIVE,H Moon Hydro,grouped,0
aquashield,AquaShield,,,hmh01178,,14.5,,,ACTIVE,H Moon Hydro,grouped,0
cal-mag-plus,Cal-Mag Plus,,,hmh01179,,24.31,,,ACTIVE,H Moon Hydro,grouped,0
cal-mag-plus,Cal-Mag Plus,,,hmh01180,,60.38,,,ACTIVE,H Moon Hydro,grouped,0
clearex,Clearex,,,hmh01181,,15.0,,,ACTIVE,H Moon Hydro,grouped,0
clearex,Clearex,,,hmh01182,,36.95,,,ACTIVE,H Moon Hydro,grouped,0
silica-blast,Silica Blast,,,hmh01183,,22.2,,,ACTIVE,H Moon Hydro,grouped,0
silica-blast,Silica Blast,,,hmh01184,,52.58,,,ACTIVE,H Moon Hydro,grouped,0
mondi-super-saucers,Mondi Super Saucers,,,hmh01190,,1.0,,,ACTIVE,H Moon Hydro,grouped,0
mondi-super-saucers,Mondi Super Saucers,,,hmh01191,,1.5,,,ACTIVE,H Moon Hydro,grouped,0
mondi-super-saucers,Mondi Super Saucers,,,hmh01192,,2.0,,,ACTIVE,H Moon Hydro,grouped,0
mondi-super-saucers,Mondi Super Saucers,,,hmh01193,,2.5,,,ACTIVE,H Moon Hydro,grouped,0
mondi-mini-greenhouse-4-and-7-propagation-domes,"Mondi Mini Greenhouse 4"" and 7"" Propagation Domes",,,hmh01195,,7.95,,,ACTIVE,H Moon Hydro,grouped,0
mondi-mini-greenhouse-4-and-7-propagation-domes,"Mondi Mini Greenhouse 4"" and 7"" Propagation Domes",,,hmh01196,,8.95,,,ACTIVE,H Moon Hydro,grouped,0
ph-perfect-ultra-premium-connoisseur,PH Perfect Ultra-premium Connoisseur,,,hmh01208,,31.6,,,ACTIVE,H Moon Hydro,grouped,0
ph-perfect-ultra-premium-connoisseur,PH Perfect Ultra-premium Connoisseur,,,hmh01210,,31.6,,,ACTIVE,H Moon Hydro,grouped,0
ph-perfect-ultra-premium-connoisseur,PH Perfect Ultra-premium Connoisseur,,,hmh01209,,76.0,,,ACTIVE,H Moon Hydro,grouped,0
ph-perfect-ultra-premium-connoisseur,PH Perfect Ultra-premium Connoisseur,,,hmh01211,,76.0,,,ACTIVE,H Moon Hydro,grouped,0
ph-perfect-sensi-bloom-2-part,pH Perfect Sensi Bloom 2-Part,,,hmh01212,,15.6,,,ACTIVE,H Moon Hydro,grouped,0
ph-perfect-sensi-bloom-2-part,pH Perfect Sensi Bloom 2-Part,,,hmh01215,,15.6,,,ACTIVE,H Moon Hydro,grouped,0
ph-perfect-sensi-bloom-2-part,pH Perfect Sensi Bloom 2-Part,,,hmh01216,,40.56,,,ACTIVE,H Moon Hydro,grouped,0
ph-perfect-sensi-bloom-2-part,pH Perfect Sensi Bloom 2-Part,,,hmh01213,,40.56,,,ACTIVE,H Moon Hydro,grouped,0
ph-perfect-sensi-bloom-2-part,pH Perfect Sensi Bloom 2-Part,,,hmh01214,,82.5,,,ACTIVE,H Moon Hydro,grouped,0
ph-perfect-sensi-bloom-2-part,pH Perfect Sensi Bloom 2-Part,,,hmh01217,,82.5,,,ACTIVE,H Moon Hydro,grouped,0
ph-perfect-sensi-grow-2-part,pH Perfect Sensi Grow 2-Part,,,hmh01218,,15.6,,,ACTIVE,H Moon Hydro,grouped,0
ph-perfect-sensi-grow-2-part,pH Perfect Sensi Grow 2-Part,,,hmh01221,,15.6,,,ACTIVE,H Moon Hydro,grouped,0
ph-perfect-sensi-grow-2-part,pH Perfect Sensi Grow 2-Part,,,hmh01222,,40.56,,,ACTIVE,H Moon Hydro,grouped,0
ph-perfect-sensi-grow-2-part,pH Perfect Sensi Grow 2-Part,,,hmh01219,,40.56,,,ACTIVE,H Moon Hydro,grouped,0
ph-perfect-sensi-grow-2-part,pH Perfect Sensi Grow 2-Part,,,hmh01220,,82.5,,,ACTIVE,H Moon Hydro,grouped,0
ph-perfect-sensi-grow-2-part,pH Perfect Sensi Grow 2-Part,,,hmh01223,,82.5,,,ACTIVE,H Moon Hydro,grouped,0
bcuzz-coco-nutrients,B'CuzZ CoCo Nutrients,,,hmh01226,,16.1,,,ACTIVE,H Moon Hydro,grouped,0
bcuzz-coco-nutrients,B'CuzZ CoCo Nutrients,,,hmh01227,,16.1,,,ACTIVE,H Moon Hydro,grouped,0
bcuzz-coco-nutrients,B'CuzZ CoCo Nutrients,,,hmh01228,,65.5,,,ACTIVE,H Moon Hydro,grouped,0
bcuzz-coco-nutrients,B'CuzZ CoCo Nutrients,,,hmh01229,,65.5,,,ACTIVE,H Moon Hydro,grouped,0
ecoplus-submersible-pumps,EcoPlus Submersible Pumps,,,hmh01261,,14.99,,,ACTIVE,H Moon Hydro,grouped,0
ecoplus-submersible-pumps,EcoPlus Submersible Pumps,,,hmh01262,,23.95,,,ACTIVE,H Moon Hydro,grouped,0
ecoplus-submersible-pumps,EcoPlus Submersible Pumps,,,hmh01263,,27.95,,,ACTIVE,H Moon Hydro,grouped,0
ecoplus-submersible-pumps,EcoPlus Submersible Pumps,,,hmh01264,,48.95,,,ACTIVE,H Moon Hydro,grouped,0
dyna-gro-grow,Dyna-Gro Grow,,,hmh01275,,19.0,,,ACTIVE,H Moon Hydro,grouped,0
dyna-gro-grow,Dyna-Gro Grow,,,hmh01276,,56.0,,,ACTIVE,H Moon Hydro,grouped,0
dyna-gro-bloom,Dyna-Gro Bloom,,,hmh01277,,19.0,,,ACTIVE,H Moon Hydro,grouped,0
dyna-gro-bloom,Dyna-Gro Bloom,,,hmh01279,,56.0,,,ACTIVE,H Moon Hydro,grouped,0
dyna-gro-pro-tekt,Dyna-Gro Pro Tekt,,,hmh2011,,25.0,,,ACTIVE,H Moon Hydro,grouped,0
dyna-gro-pro-tekt,Dyna-Gro Pro Tekt,,,hmh2012,,55.0,,,ACTIVE,H Moon Hydro,grouped,0
bond-3-way-soil-meter,Bond 3-Way Soil Meter,,,hmh01301,,9.95,,,ACTIVE,H Moon Hydro,grouped,0
ecoplus-pump-filter-bags,EcoPlus Pump Filter Bags,,,hmh01309,,10.8,,,ACTIVE,H Moon Hydro,grouped,0
ecoplus-pump-filter-bags,EcoPlus Pump Filter Bags,,,hmh01310,,12.5,,,ACTIVE,H Moon Hydro,grouped,0
ecoplus-air-pumps,EcoPlus Air Pumps,,,hmh01314,,15.95,,,ACTIVE,H Moon Hydro,grouped,0
ecoplus-commercial-air-pumps,EcoPlus Commercial Air Pumps,,,hmh01316,,60.95,,,ACTIVE,H Moon Hydro,grouped,0
ecoplus-commercial-air-pumps,EcoPlus Commercial Air Pumps,,,hmh01317,,78.95,,,ACTIVE,H Moon Hydro,grouped,0
uno-grow-tents,UNO Grow Tents,,,hmh01381,,140.0,190.0,,ACTIVE,H Moon Hydro,grouped,0
uno-grow-tents,UNO Grow Tents,,,hmh01382,,299.0,390.0,,ACTIVE,H Moon Hydro,grouped,0
q-max-ultra-quiet-fans,Q-Max Ultra Quiet Fans,,,hmh2014,,250.0,450.0,,ACTIVE,H Moon Hydro,grouped,0
long-term-storage-bags,Long Term Storage Bags,,,hmh01334,,2.59,,,ACTIVE,H Moon Hydro,grouped,0
long-term-storage-bags,Long Term Storage Bags,,,hmh01333,,2.95,,,ACTIVE,H Moon Hydro,grouped,0
ona-spray,ONA Spray,,,hmh01353,,9.95,,,ACTIVE,H Moon Hydro,grouped,0
ona-spray,ONA Spray,,,hmh01354,,9.95,,,ACTIVE,H Moon Hydro,grouped,0
clonex-clone-solution,Clonex Clone Solution,,,hmh01356,,25.0,,,ACTIVE,H Moon Hydro,grouped,0
clonex-clone-solution,Clonex Clone Solution,,,hmh01357,,70.0,,,ACTIVE,H Moon Hydro,grouped,0
vitamino,Vitamino,,,hmh01363,765462021368.0,30.59,,14.1,ACTIVE,H Moon Hydro,grouped,7
vitamino,Vitamino,,,hmh01364,,75.65,,,ACTIVE,H Moon Hydro,grouped,0
aphrodites-extraction,Aphrodite's Extraction,,,hmh01372,,22.0,,,ACTIVE,H Moon Hydro,grouped,0
aphrodites-extraction,Aphrodite's Extraction,,,hmh01373,,45.0,,,ACTIVE,H Moon Hydro,grouped,0
athenas-aminas,Athena's Aminas,,,hmh01375,,15.0,,,ACTIVE,H Moon Hydro,grouped,0
athenas-aminas,Athena's Aminas,,,hmh01376,,45.0,,,ACTIVE,H Moon Hydro,grouped,0
bloom-khaos,Bloom Khaos,,,hmh01384,,40.0,,,ACTIVE,H Moon Hydro,grouped,0
bloom-khaos,Bloom Khaos,,,hmh01385,,120.0,,,ACTIVE,H Moon Hydro,grouped,0
demeters-destiny,Demeter's Destiny,,,hmh01387,,20.0,,,ACTIVE,H Moon Hydro,grouped,0
demeters-destiny,Demeter's Destiny,,,hmh01388,,60.0,,,ACTIVE,H Moon Hydro,grouped,0
gaia-mania,Gaia Mania,,,hmh01390,,17.0,,,ACTIVE,H Moon Hydro,grouped,0
gaia-mania,Gaia Mania,,,hmh01391,,50.0,,,ACTIVE,H Moon Hydro,grouped,0
gaia-mania,Gaia Mania,,,hmh01392,,100.0,,,ACTIVE,H Moon Hydro,grouped,0
herculean-harvest,Herculean Harvest,,,hmh01394,,17.0,,,ACTIVE,H Moon Hydro,grouped,0
herculean-harvest,Herculean Harvest,,,hmh01395,,36.0,,,ACTIVE,H Moon Hydro,grouped,0
herculean-harvest,Herculean Harvest,,,hmh01396,,75.0,,,ACTIVE,H Moon Hydro,grouped,0
hygeias-hydration,Hygeia's Hydration,,,hmh01398,,15.0,,,ACTIVE,H Moon Hydro,grouped,0
hygeias-hydration,Hygeia's Hydration,,,hmh01399,,45.0,,,ACTIVE,H Moon Hydro,grouped,0
medusas-magic,Medusa's Magic,,,hmh01401,,15.0,,,ACTIVE,H Moon Hydro,grouped,0
medusas-magic,Medusa's Magic,,,hmh01402,,45.0,,,ACTIVE,H Moon Hydro,grouped,0
medusas-magic,Medusa's Magic,,,hmh01403,,90.0,,,ACTIVE,H Moon Hydro,grouped,0
mega-morpheus,Mega Morpheus,,,hmh01405,,15.0,,,ACTIVE,H Moon Hydro,grouped,0
mega-morpheus,Mega Morpheus,,,hmh01406,,45.0,,,ACTIVE,H Moon Hydro,grouped,0
pegasus-potion,Pegasus Potion,,,hmh01408,,15.0,,,ACTIVE,H Moon Hydro,grouped,0
pegasus-potion,Pegasus Potion,,,hmh01409,,45.0,,,ACTIVE,H Moon Hydro,grouped,0
tritans-trawl,Tritan's Trawl,,,hmh01414,,36.0,,,ACTIVE,H Moon Hydro,grouped,0
super-sprouter-heat-mat,Super Sprouter Heat Mat,,,hmh01417,,24.95,,,ACTIVE,H Moon Hydro,grouped,0
super-sprouter-heat-mat,Super Sprouter Heat Mat,,,hmh01418,,46.95,,,ACTIVE,H Moon Hydro,grouped,0
super-sprouter-heat-mat,Super Sprouter Heat Mat,,,hmh01419,,34.95,,,ACTIVE,H Moon Hydro,grouped,0
atami-rootblastic,Atami RootBlastic,,,hmh01431,,43.42,,,ACTIVE,H Moon Hydro,grouped,0
atami-rootblastic,Atami RootBlastic,,,hmh01432,,82.84,,,ACTIVE,H Moon Hydro,grouped,0
decision,Decision,,,hmh01446,,61.53,,,ACTIVE,H Moon Hydro,grouped,0
decision,Decision,,,hmh01447,,187.04,,,ACTIVE,H Moon Hydro,grouped,0
decision,Decision,,,hmh01448,,369.0,,,ACTIVE,H Moon Hydro,grouped,0
equinox,Equinox,,,hmh01450,,19.7,,,ACTIVE,H Moon Hydro,grouped,0
equinox,Equinox,,,hmh01451,,56.6,,,ACTIVE,H Moon Hydro,grouped,0
equinox,Equinox,,,hmh01452,,110.74,,,ACTIVE,H Moon Hydro,grouped,0
lightning-start,Lightning Start,,,hmh01454,,36.92,,,ACTIVE,H Moon Hydro,grouped,0
lightning-start,Lightning Start,,,hmh01455,,113.2,,,ACTIVE,H Moon Hydro,grouped,0
lightning-start,Lightning Start,,,hmh01456,,241.0,,,ACTIVE,H Moon Hydro,grouped,0
ruby-ful,Ruby Ful#$%,,,hmh01458,,24.52,,,ACTIVE,H Moon Hydro,grouped,0
ruby-ful,Ruby Ful#$%,,,hmh01459,,73.84,,,ACTIVE,H Moon Hydro,grouped,0
ruby-ful,Ruby Ful#$%,,,hmh01460,,172.28,,,ACTIVE,H Moon Hydro,grouped,0
spring,Spring,,,hmh01462,,19.7,,,ACTIVE,H Moon Hydro,grouped,0
spring,Spring,,,hmh01463,,56.6,,,ACTIVE,H Moon Hydro,grouped,0
spring,Spring,,,hmh01464,,110.74,,,ACTIVE,H Moon Hydro,grouped,0
summer,Summer,,,hmh01466,,19.7,,,ACTIVE,H Moon Hydro,grouped,0
summer,Summer,,,hmh01467,,56.6,,,ACTIVE,H Moon Hydro,grouped,0
summer,Summer,,,hmh01469,,110.74,,,ACTIVE,H Moon Hydro,grouped,0
autumn,Autumn,,,hmh01471,,19.7,,,ACTIVE,H Moon Hydro,grouped,0
autumn,Autumn,,,hmh01472,,56.6,,,ACTIVE,H Moon Hydro,grouped,0
autumn,Autumn,,,hmh01473,,120.74,,,ACTIVE,H Moon Hydro,grouped,0
winter-frost,Winter Frost,,,hmh01475,,44.3,,,ACTIVE,H Moon Hydro,grouped,0
winter-frost,Winter Frost,,,hmh01476,,130.0,,,ACTIVE,H Moon Hydro,grouped,0
winter-frost,Winter Frost,,,hmh01477,,265.0,,,ACTIVE,H Moon Hydro,grouped,0
drying-rack-4-tier,Drying Rack 4 Tier,,,hmh01490,,29.95,,,ACTIVE,H Moon Hydro,grouped,0
hortilux-blue-daylight-metal-halide-lamps,Hortilux-Blue Daylight Metal Halide Lamps,,,hmh01520,,110.0,239.95,,ACTIVE,H Moon Hydro,grouped,0
pk-apatite,PK APATITE,,,hmh01524,,49.0,,,ACTIVE,H Moon Hydro,grouped,0
pk-apatite,PK APATITE,,,hmh01525,,147.66,,,ACTIVE,H Moon Hydro,grouped,0
pk-apatite,PK APATITE,,,hmh01526,,296.32,,,ACTIVE,H Moon Hydro,grouped,0
black-white-panda-film-poly,Black & White Panda Film (poly),,,hmh01542,,30.8,,,ACTIVE,H Moon Hydro,grouped,0
black-white-panda-film-poly,Black & White Panda Film (poly),,,hmh01543,,52.95,,,ACTIVE,H Moon Hydro,grouped,0
black-white-panda-film-poly,Black & White Panda Film (poly),,,hmh01544,,100.5,,,ACTIVE,H Moon Hydro,grouped,0
diamond-silver-white-film,Diamond Silver White Film,,,hmh01539,,46.95,,,ACTIVE,H Moon Hydro,grouped,0
diamond-silver-white-film,Diamond Silver White Film,,,hmh01540,,82.95,,,ACTIVE,H Moon Hydro,grouped,0
diamond-silver-white-film,Diamond Silver White Film,,,hmh01541,,162.0,,,ACTIVE,H Moon Hydro,grouped,0
general-hydroponics-cocotek-grow-a-3-0-1-b-1-2-5,General Hydroponics® CocoTek® Grow - A 3 - 0 - 1 & B 1 - 2 - 4,,,hmh01556,,15.89,,,ACTIVE,H Moon Hydro,grouped,0
general-hydroponics-cocotek-grow-a-3-0-1-b-1-2-5,General Hydroponics® CocoTek® Grow - A 3 - 0 - 1 & B 1 - 2 - 4,,,hmh01557,,15.89,,,ACTIVE,H Moon Hydro,grouped,0
general-hydroponics-cocotek-grow-a-3-0-1-b-1-2-5,General Hydroponics® CocoTek® Grow - A 3 - 0 - 1 & B 1 - 2 - 4,,,hmh01560,,34.0,,,ACTIVE,H Moon Hydro,grouped,0
general-hydroponics-cocotek-grow-a-3-0-1-b-1-2-5,General Hydroponics® CocoTek® Grow - A 3 - 0 - 1 & B 1 - 2 - 4,,,hmh01561,,34.0,,,ACTIVE,H Moon Hydro,grouped,0
bcuzz-blossom-builder-0-9-19,B'Cuzz® Blossom Builder 0 - 9 - 19,,,hmh01434,,46.69,,,ACTIVE,H Moon Hydro,grouped,0
uno-2-speed-controled-in-line-blowers,UNO-2 Speed Controled in line blowers,,,hmh01585,,49.95,129.95,,ACTIVE,H Moon Hydro,grouped,0
uno-2-speed-controled-in-line-blowers,UNO-2 Speed Controled in line blowers,,,hmh01584,,39.95,104.95,,ACTIVE,H Moon Hydro,grouped,0
uno-2-speed-controled-in-line-blowers,UNO-2 Speed Controled in line blowers,,,hmh01586,,79.95,169.95,,ACTIVE,H Moon Hydro,grouped,0
uno-2-speed-controled-in-line-blowers,UNO-2 Speed Controled in line blowers,,,hmh01587,,129.0,219.95,,ACTIVE,H Moon Hydro,grouped,0
nutradip-growboss,Nutradip GROWBOSS,,,hmh01588,,269.95,,,ACTIVE,H Moon Hydro,grouped,0
accurate-ph-4-w-remote-probe,Accurate pH 4 w/remote probe,,,hmh01598,,34.95,,,ACTIVE,H Moon Hydro,grouped,0
accurate-ph-4-w-remote-probe,Accurate pH 4 w/remote probe,,,hmh01597,,74.95,,,ACTIVE,H Moon Hydro,grouped,0
hydrodynamics-ionic-bloom-3-2-6-premium-plant-nutrient,HydroDynamics Ionic® Bloom 3-2-6 Premium Plant Nutrient,,,hmh01602,,22.44,,,ACTIVE,H Moon Hydro,grouped,0
hydrodynamics-ionic-bloom-3-2-6-premium-plant-nutrient,HydroDynamics Ionic® Bloom 3-2-6 Premium Plant Nutrient,,,hmh01603,,56.1,,,ACTIVE,H Moon Hydro,grouped,0
hydrodynamics-ionic-bloom-3-2-6-premium-plant-nutrient,HydroDynamics Ionic® Bloom 3-2-6 Premium Plant Nutrient,,,hmh01604,,112.0,,,ACTIVE,H Moon Hydro,grouped,0
hydrodynamics-ionic-grow-3-1-5-premium-plant-nutrient,HydroDynamics Ionic® Grow 3 - 1 - 5 Premium Plant Nutrient,,,hmh01606,,22.44,,,ACTIVE,H Moon Hydro,grouped,0
hydrodynamics-ionic-grow-3-1-5-premium-plant-nutrient,HydroDynamics Ionic® Grow 3 - 1 - 5 Premium Plant Nutrient,,,hmh01607,,56.1,,,ACTIVE,H Moon Hydro,grouped,0
hydrodynamics-ionic-grow-3-1-5-premium-plant-nutrient,HydroDynamics Ionic® Grow 3 - 1 - 5 Premium Plant Nutrient,,,hmh01608,,100.0,,,ACTIVE,H Moon Hydro,grouped,0
hydrodynamics-ionic-pk-boost-0-5-6-premium-plant-nutrient-1,HydroDynamics Ionic® PK Boost 0-5-6 Premium Plant Nutrient,,,hmh01612,,22.44,,,ACTIVE,H Moon Hydro,grouped,0
hydrodynamics-ionic-pk-boost-0-5-6-premium-plant-nutrient-1,HydroDynamics Ionic® PK Boost 0-5-6 Premium Plant Nutrient,,,hmh01613,,56.1,,,ACTIVE,H Moon Hydro,grouped,0
hydrodynamics-ionic-pk-boost-0-5-6-premium-plant-nutrient-1,HydroDynamics Ionic® PK Boost 0-5-6 Premium Plant Nutrient,,,hmh01614,,100.0,,,ACTIVE,H Moon Hydro,grouped,0
hydrodynamics-int-coco-soil-grow-bloom,Hydrodynamics int. Coco/Soil Grow & Bloom,,,hmh01616,,22.44,,,ACTIVE,H Moon Hydro,grouped,0
hydrodynamics-int-coco-soil-grow-bloom,Hydrodynamics int. Coco/Soil Grow & Bloom,,,hmh01617,,22.44,,,ACTIVE,H Moon Hydro,grouped,0
hydrodynamics-int-coco-soil-grow-bloom,Hydrodynamics int. Coco/Soil Grow & Bloom,,,hmh01618,,56.1,,,ACTIVE,H Moon Hydro,grouped,0
hydrodynamics-int-coco-soil-grow-bloom,Hydrodynamics int. Coco/Soil Grow & Bloom,,,hmh01619,,56.1,,,ACTIVE,H Moon Hydro,grouped,0
plagron-terra-bloom-grow,Plagron Terra Bloom & Grow,,,hmh01625,,19.0,,,ACTIVE,H Moon Hydro,grouped,0
plagron-terra-bloom-grow,Plagron Terra Bloom & Grow,,,hmh01627,,19.0,,,ACTIVE,H Moon Hydro,grouped,0
plagron-terra-bloom-grow,Plagron Terra Bloom & Grow,,,hmh01626,,79.0,,,ACTIVE,H Moon Hydro,grouped,0
plagron-terra-bloom-grow,Plagron Terra Bloom & Grow,,,hmh01628,,79.0,,,ACTIVE,H Moon Hydro,grouped,0
green-sensation,Green Sensation,,,hmh01655,,138.0,,,ACTIVE,H Moon Hydro,grouped,0
humboldt-nutrients-s-i-structural-integrity,Humboldt Nutrients S.I. Structural Integrity,,,hmh01659,,24.96,,,ACTIVE,H Moon Hydro,grouped,0
humboldt-nutrients-s-i-structural-integrity,Humboldt Nutrients S.I. Structural Integrity,,,hmh01660,,85.05,,,ACTIVE,H Moon Hydro,grouped,0
prue-clean-natural-enzymes,Pure Clean Natural Enzymes,,,hmh01675,,32.0,,,ACTIVE,H Moon Hydro,grouped,0
prue-clean-natural-enzymes,Pure Clean Natural Enzymes,,,hmh01676,,46.0,,,ACTIVE,H Moon Hydro,grouped,0
plagron-royal-rush,Plagron Royal Rush,,,hmh01678,,70.85,,,ACTIVE,H Moon Hydro,grouped,0
plagron-royal-rush,Plagron Royal Rush,,,hmh01679,,109.0,,,ACTIVE,H Moon Hydro,grouped,0
plagron-power-roots,Plagron Power Roots,,,hmh01681,,59.0,,,ACTIVE,H Moon Hydro,grouped,0
plagron-power-roots,Plagron Power Roots,,,hmh01682,,89.0,,,ACTIVE,H Moon Hydro,grouped,0
cocos-a-b,Cocos A & B,,,hmh01684,,14.0,,,ACTIVE,H Moon Hydro,grouped,0
cocos-a-b,Cocos A & B,,,hmh01685,,52.5,,,ACTIVE,H Moon Hydro,grouped,0
cocos-a-b,Cocos A & B,,,hmh01686,,14.0,,,ACTIVE,H Moon Hydro,grouped,0
cocos-a-b,Cocos A & B,,,hmh01687,,52.5,,,ACTIVE,H Moon Hydro,grouped,0
plagron-hydro-ab,plagron Hydro A&B,,,hmh01689,,14.75,,,ACTIVE,H Moon Hydro,grouped,0
plagron-hydro-ab,plagron Hydro A&B,,,hmh01690,,57.5,,,ACTIVE,H Moon Hydro,grouped,0
