sku,handle,title,brand,primary_category,secondary_categories,price,compare_at_price,cost,inventory_qty,images,description,vendor,product_type,tags,status,source,needs_review
,bloom-natural-5-gal,Bloom Natural 5 gal,Earth Juice,nutrients,catalog_index,421.20,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/humboldt_bloom_natural_d127d96a-876a-483d-b8c1-0a40fa7cd366.jpg?v=1761678812,,H Moon Hydro,simple,,active,shopify,no_sku
,calimagic-6-gal,CALiMAGic 6 gal,General Hydroponics,nutrients,catalog_index,227.50,,,0,,,H Moon Hydro,simple,,active,shopify,no_sku
,bioroot-2-5-gal,BioRoot 2.5 gal,General Organics,nutrients,catalog_index,110.16,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/bioroot_dfbeaa07-0f48-41a6-b5a7-6d089afb8c91.jpg?v=1761678807,,H Moon Hydro,simple,,active,shopify,no_sku
,bud-candy-1-lt,Bud Candy (1 lt),Advanced Nutrients,nutrients,catalog_index,29.90,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/advancedBudCandy_16950184-99bd-4786-a362-69af2d956dbe.jpg?v=1761678807,,H Moon Hydro,simple,,active,shopify,no_sku
,block-cocos-nucifera-1-gal,Block Cocos Nucifera 1 GAL,Unknown,nutrients,catalog_index,3.78,3.88,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Coco_Feed_Schedule_-_josh_5eight.com_-_Phive.8_Mail_-_Google_Chrome_5_8_2025_2_11_07_PM.webp6.webp?v=1761678807,,H Moon Hydro,simple,,active,shopify,unknown_brand; no_sku
,bioweed-1-qt,BioWeed 1 qt,General Organics,nutrients,catalog_index,20.22,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/bio-weed_b3e7511b-cf91-44b0-9d69-b013cdcfb02f.jpg?v=1761678808,,H Moon Hydro,simple,,active,shopify,no_sku
,bioroot-6-gal,BioRoot 6 gal,General Organics,nutrients,catalog_index,226.16,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/bioroot_7e8b2a27-a41e-4486-8b03-57f336563742.jpg?v=1761678807,,H Moon Hydro,simple,,active,shopify,no_sku
,bud-ignitor-1-lt,Bud Ignitor 1 Lt,Advanced Nutrients,nutrients,catalog_index,92.74,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/bud_ignitor_bg.jpg?v=1761678807,,H Moon Hydro,simple,,active,shopify,no_sku
,bloom-natural-1-gal,Bloom Natural 1 gal,Earth Juice,nutrients,catalog_index,93.60,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/humboldt_bloom_natural_ae627bf7-789d-4ade-bcee-5734987883bc.jpg?v=1761678807,,H Moon Hydro,simple,,active,shopify,no_sku
,biomarine-2-5-gal,BioMarine 2.5 gal,General Organics,nutrients,catalog_index,112.96,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/biomarine_411f4c9d-380b-4be3-b67d-1a154e0b3cc0.jpg?v=1761678807,,H Moon Hydro,simple,,active,shopify,no_sku
,biothrive-bloom-2-5-gal,BioThrive Bloom 2.5 gal,General Hydroponics,nutrients,catalog_index,126.50,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/biothrive_8587dfd6-05f0-4225-8e7d-82b88cea1fed.jpg?v=1761678808,,H Moon Hydro,simple,,active,shopify,no_sku
,biothrive-bloom-6-gal,BioThrive Bloom 6 gal,General Hydroponics,nutrients,catalog_index,274.50,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/biothrive.jpg?v=1761678807,,H Moon Hydro,simple,,active,shopify,no_sku
,biothrive-grow-2-5-gal,BioThrive Grow 2.5 gal,General Hydroponics,nutrients,catalog_index,147.50,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/biothrive_d2c124ea-8af7-4375-aff4-29dae6e0b4aa.jpg?v=1761678808,,H Moon Hydro,simple,,active,shopify,no_sku
,bloom-natural-1-qt,Bloom Natural 1 qt,Earth Juice,nutrients,catalog_index,26.32,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/humboldt_bloom_natural_39122471-2f5f-4e31-a61a-86e4cb03b527.jpg?v=1761678807,,H Moon Hydro,simple,,active,shopify,no_sku
,bioweed-1-gal,BioWeed 1 gal,General Organics,nutrients,catalog_index,62.16,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/bio-weed.jpg?v=1761678807,,H Moon Hydro,simple,,active,shopify,no_sku
,bud-candy-2-5-gal,Bud Candy (2.5 gal),Advanced Nutrients,nutrients,catalog_index,169.98,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/advancedBudCandy_56ba2f22-7056-4847-859e-7a565bb8586d.jpg?v=1761678802,,H Moon Hydro,simple,,active,shopify,no_sku
11,cal-mag-plus-qt,Cal-Mag Plus Qt.,Botanicare,nutrients,catalog_index,24.31,0,9.75,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/CalMag_GalB.png?v=1761678802,Cal-Mag Plus,H Moon Hydro,simple,,active,shopify;inventory,
,bloom-natural-2-5-gal,Bloom Natural 2.5 gal,Earth Juice,nutrients,catalog_index,222.30,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/humboldt_bloom_natural_6a3a84f9-5047-4beb-9070-14b95d7d69bc.jpg?v=1761678802,,H Moon Hydro,simple,,active,shopify,no_sku
,calimagic-16oz,CALiMAGic 16oz,General Hydroponics,nutrients,catalog_index,12.95,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/CALiMAGic.png?v=1761678802,,H Moon Hydro,simple,,active,shopify,no_sku
,block-cocos-nucifera-1-5-gal-8,"Block Cocos Nucifera 1.5 GAL 8""",Unknown,nutrients,catalog_index,4.79,4.99,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Picsart_24-06-18_12-53-43-982.webp?v=1761678802,,H Moon Hydro,simple,GROW LARGE,active,shopify,unknown_brand; no_sku
,biomarine-6-gal,BioMarine 6 gal,General Organics,nutrients,catalog_index,229.28,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/biomarine_80bded5e-199f-4dec-9799-e3e333057acb.jpg?v=1761678802,,H Moon Hydro,simple,,active,shopify,no_sku
,bud-candy-1-gal,Bud Candy (1 gal),Advanced Nutrients,nutrients,catalog_index,76.20,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/advancedBudCandy.jpg?v=1761678802,,H Moon Hydro,simple,,active,shopify,no_sku
,bloom-natural-15-gal,Bloom Natural 15 gal,Earth Juice,nutrients,catalog_index,1170.00,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/humboldt_bloom_natural.jpg?v=1761678802,,H Moon Hydro,simple,,active,shopify,no_sku
,botanicare-growilla-bud-12-lb,Botanicare Growilla Bud 12 lb,Botanicare,nutrients,catalog_index,59.95,,,0,,,H Moon Hydro,simple,,active,shopify,no_sku
,big-bud-bloom-booster-1-gal,Big Bud Bloom Booster (1 gal),Advanced Nutrients,nutrients,catalog_index,136.76,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/advancedBigBudLiquid_a52d0186-b393-4f5d-b396-4bf662401a68.jpg?v=1761678795,,H Moon Hydro,simple,,active,shopify,no_sku
,big-bud-bloom-booster-500g-powder,Big Bud Bloom Booster (500g powder),Advanced Nutrients,nutrients,catalog_index,98.12,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/advancedBigBudLiquid_25bdf4a5-973d-4783-b340-0bd78126a5eb.jpg?v=1761678795,,H Moon Hydro,simple,,active,shopify,no_sku
,big-bud-bloom-booster-1-lt,Big Bud Bloom Booster (1 lt),Advanced Nutrients,nutrients,catalog_index,45.62,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/advancedBigBudLiquid_dfbea793-9b4b-47ee-8249-40732aa622d4.jpg?v=1761678795,,H Moon Hydro,simple,,active,shopify,no_sku
,biomarine-1-gal,BioMarine 1 gal,General Organics,nutrients,catalog_index,51.48,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/biomarine.jpg?v=1761678795,,H Moon Hydro,simple,,active,shopify,no_sku
,biobud-2-5-gal,BioBud 2.5 gal,General Organics,nutrients,catalog_index,406.50,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/biobud_ed0f2bcc-d10b-415b-bf30-e3f4f4872a55.jpg?v=1761678795,,H Moon Hydro,simple,,active,shopify,no_sku
,biobud-1-qt,BioBud 1 qt,General Organics,nutrients,catalog_index,41.36,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/biobud_b7fc1c13-3944-45c2-bc38-0c799dcae5c7.jpg?v=1761678795,,H Moon Hydro,simple,,active,shopify,no_sku
,big-bud-bloom-booster-2-5-gal,Big Bud Bloom Booster (2.5 gal),Advanced Nutrients,nutrients,catalog_index,330.00,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/advancedBigBudLiquid.jpg?v=1761678795,,H Moon Hydro,simple,,active,shopify,no_sku
,bioroot-1-gal,BioRoot 1 gal,General Organics,nutrients,catalog_index,52.70,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/bioroot.jpg?v=1761678795,,H Moon Hydro,simple,,active,shopify,no_sku
,big-bloom-liquid-plant-food-1-qt,Big Bloom Liquid Plant Food (1 qt),Fox Farm,nutrients,catalog_index,22.99,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/product_BIGBLOOM.jpg?v=1761678795,,H Moon Hydro,simple,,active,shopify,no_sku
,biobud-6-gal,BioBud 6 gal,General Organics,nutrients,catalog_index,964.95,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/biobud_717d80dc-6175-4e7f-9c32-6c11fd84499f.jpg?v=1761678795,,H Moon Hydro,simple,,active,shopify,no_sku
,biobud-1-gal,BioBud 1 gal,General Organics,nutrients,catalog_index,166.50,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/biobud.jpg?v=1761678795,,H Moon Hydro,simple,,active,shopify,no_sku
,big-bud-bloom-booster-130g-powder,Big Bud Bloom Booster (130g powder),Advanced Nutrients,nutrients,catalog_index,26.76,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/advancedBigBudLiquid_641b9f61-cb35-480d-86a9-df7818c515c4.jpg?v=1761678796,,H Moon Hydro,simple,,active,shopify,no_sku
,big-bloom-liquid-plant-food-1-gal,Big Bloom Liquid Plant Food (1 gal),Fox Farm,nutrients,catalog_index,57.79,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/product_BIGBLOOM_8cd36234-252e-421c-8ed6-7d002e40abf3.jpg?v=1761678795,,H Moon Hydro,simple,,active,shopify,no_sku
,badboy-t-5-4-ft-4-lamp-fixture-216-w,BADBOY T-5 4 ft - 4 Lamp Fixture 216 W,Badboy,nutrients,catalog_index,140.00,172.38,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/BADBOY-T5-Website-HMH.jpg?v=1761678796,,H Moon Hydro,simple,,active,shopify,no_sku
,bcuzz-hydro-b-1l,B'Cuzz Hydro B 1L,BCuzz,nutrients,catalog_index,16.10,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/hydro_5523af5e-8b30-4970-b2cd-f49fe04fc719.jpg?v=1761678785,,H Moon Hydro,simple,,active,shopify,no_sku
,athena-balance-1-gallon,Athena Balance 1 Gallon,Athena,nutrients,catalog_index,45.00,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/balance.jpg?v=1761678785,,H Moon Hydro,simple,Athena Balance,active,shopify,no_sku
,bcuzz-root-stimulator-1-qt,B'Cuzz Root Stimulator - 1 qt,BCuzz,nutrients,catalog_index,44.00,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/root_4a5dd6c8-2b12-466f-921e-3c5be85ecfd5.jpg?v=1761678785,,H Moon Hydro,simple,,active,shopify,no_sku
,athena-grow-a,Athena Grow A 1 Gallon,Athena,nutrients,catalog_index,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/LQ-GWA_1-Gal_01.jpg?v=1761678786,,,,,active,shopify,no_sku
,bcuzz-growth-stimulator-1-qt,B'Cuzz Growth Stimulator - 1 qt,BCuzz,nutrients,catalog_index,44.00,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/grow_0646fcb8-aa45-47f3-aff0-ce8c5899660a.jpg?v=1761678785,,H Moon Hydro,simple,,active,shopify,no_sku
,b-52-vitamin-1-gal,B-52 Vitamin (1 gal),Advanced Nutrients,nutrients,catalog_index,136.76,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/advancedB52Booster_68b86f6c-1681-4ad4-b099-4bfd758cc11d.jpg?v=1761678785,,H Moon Hydro,simple,,active,shopify,no_sku
,bcuzz-root-stimulator-1-gal,B'Cuzz Root Stimulator - 1 gal,BCuzz,nutrients,catalog_index,150.00,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/root_f8bbf559-a0d5-4f49-9027-776ffa24e47c.jpg?v=1761678785,,H Moon Hydro,simple,,active,shopify,no_sku
,athena-bloom-a-1-gallon,Athena Bloom A - 1 Gallon,Athena,nutrients,catalog_index,45.00,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/bloom-A.jpg?v=1761678775,,H Moon Hydro,simple,Athena Bloom A,active,shopify,no_sku
3399,athena-pro-grow-10-lb,Athena Pro Grow 10 lb.,Athena,catalog_index,,79.00,110.00,60,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/PRO-GW_10-lb.jpg?v=1761678775,Athena Pro Grow 10 lb.,H Moon Hydro,simple,Athena Pro Dry Grow,active,shopify;inventory,
3399,athena-pro-grow-10-lb,Athena Pro Grow 10 lb.,Athena,nutrients,,79.00,110.00,60,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/PRO-GW_10-lb.jpg?v=1761678775,Athena Pro Grow 10 lb.,H Moon Hydro,simple,Athena Pro Dry Grow,active,shopify;inventory,no_sku
,athena-mildew-control-32-oz,Athena Mildew Control 32 oz.,Athena,nutrients,catalog_index,79.00,90.00,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/mildew-control.jpg?v=1761678775,,H Moon Hydro,simple,Athena Mildew Control,active,shopify,no_sku
,athena-pro-bloom-10-lb,Athena Pro Bloom 10 lb.,Athena,nutrients,catalog_index,79.00,110.00,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/PRO-BL_10-lb.jpg?v=1761678775,,H Moon Hydro,simple,"Fully soluble dry fertilizer, no particulates or sediment",active,shopify,no_sku
,bcuzz-growth-stimulator-1-gal,B'Cuzz Growth Stimulator - 1 gal,BCuzz,nutrients,catalog_index,150.00,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/grow.jpg?v=1761678775,,H Moon Hydro,simple,,active,shopify,no_sku
,athena-camg-1-gallon,Athena CaMg 1 Gallon,Athena,nutrients,catalog_index,45.00,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/LQ-Cal-Mag-1.jpg?v=1761678775,,H Moon Hydro,simple,Athena CaMg,active,shopify,no_sku
,bcuzz-hydro-a-1l,B'Cuzz Hydro A 1L,BCuzz,nutrients,catalog_index,16.10,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/hydro_f8ca1225-372d-4ce6-94cb-525a821dfa5b.jpg?v=1761678775,,H Moon Hydro,simple,,active,shopify,no_sku
,bcuzz-bio-nrg-bloom-c-1l,B'Cuzz BIO-NRG Bloom-C 1L,BCuzz,nutrients,catalog_index,16.70,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/nig_bloom-c.jpg?v=1761678775,,H Moon Hydro,simple,,active,shopify,no_sku
,atami-rootblastic-250-ml,Atami RootBlastic 250 ml,Atami,nutrients,catalog_index,82.84,,,0,,,H Moon Hydro,simple,,active,shopify,no_sku
,athena-stack-32-oz,Athena Stack 32 oz,Athena,nutrients,catalog_index,100.00,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/2stack.jpg?v=1761678775,,H Moon Hydro,simple,,active,shopify,no_sku
2096,bcuzz-booster-pack,B'cuzZ Booster Pack,BCuzz,catalog_index,,12.95,20.95,11.95,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/bcuzz-booster-pack.jpg?v=1761678765,"root, growth, bloom stimulants additives trial",H Moon Hydro,simple,,active,shopify;inventory,
2096,bcuzz-booster-pack,B'cuzZ Booster Pack,BCuzz,nutrients,,12.95,20.95,11.95,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/bcuzz-booster-pack.jpg?v=1761678765,"root, growth, bloom stimulants additives trial",H Moon Hydro,simple,,active,shopify;inventory,no_sku
,athena-bloom-b,Athena Bloom B 1 Gallon,Athena,nutrients,catalog_index,45.00,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/bloom-B-1.jpg?v=1761678765,,H Moon Hydro,simple,Athena Bloom B,active,shopify,no_sku
,athena-pk-bloom-booster,Athena PK Bloom Booster-1 gallon,Athena,nutrients,catalog_index,45.00,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/LQ-PK_1-Gal_01-4.jpg?v=1761678764,,H Moon Hydro,simple,Athena PK is a balanced bloom booster,active,shopify,no_sku
,athena-grow-b,Athena Grow B 1 Gallon,Athena,nutrients,catalog_index,45.00,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/LQ-GWB_1-Gal_01.jpg?v=1761678765,,H Moon Hydro,simple,Athena Grow is a simple and clean formula,active,shopify,no_sku
,agrowlyte-5-gallon,AGrowLyte 5 gallon,Unknown,nutrients,catalog_index,179.00,199.00,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Agrowlyte-plant-wash-5_gallons-7308624.png?v=1761678765,,H Moon Hydro,simple,,active,shopify,unknown_brand; no_sku
,b-52-vitamin-2-5-gal,B-52 Vitamin (2.5 gal),Advanced Nutrients,nutrients,catalog_index,330.00,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/advancedB52Booster.jpg?v=1761678765,,H Moon Hydro,simple,,active,shopify,no_sku
,agrowlyte-stop-pm-5-gallon,Agrowlyte Stop PM 5 Gallon,Unknown,nutrients,catalog_index,169.00,199.00,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Agrowlyte-plant-wash-5_gallons-7308624_736cb3be-3187-43ca-9e6c-e93ef20f0703.png?v=1761678765,"<img class=""alignnone size-medium wp-image-63917"" src=""https://hmoonhydro.com/wp-content/uploads/2025/04/Agrowlyte-plant-wash-5_gallons-7308624-200x150.png"" alt=""STOP PM"" width=""200"" height=""150"">",H Moon Hydro,simple,Stop PM,active,shopify,unknown_brand; no_sku
,athena-ipm-32-oz,Athena IPM 32 oz.,Athena,nutrients,catalog_index,65.00,75.00,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/ipm.jpg?v=1761678765,,H Moon Hydro,simple,complete pest management formula,active,shopify,no_sku
,athena-pro-core-10-lb,Athena Pro Core 10 lb.,Athena,nutrients,catalog_index,79.00,110.00,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/PRO-CORE_10-lb.jpg?v=1761678764,,H Moon Hydro,simple,Athena Pro Core,active,shopify,no_sku
