Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
biothrive-grow-1-qt,BioThrive Grow 1 qt,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00160,85.048569375,,0,deny,manual,18.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/biothrive_db9326c1-f9f5-41f3-83eb-d87c84f149b6.jpg?v=1761678812,1,"",false,,,,oz,,,active
biothrive-bloom-1-gal,BioThrive Bloom 1 gal,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00164,340.1942775,,0,deny,manual,58.10,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/biothrive_6037ba41-09d7-43bf-a7be-c23ff15da45b.jpg?v=1761678812,1,"",false,,,,oz,,,active
bud-start-100-gm,Bud Start 100 gm,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00317,11.33980925,,0,deny,manual,44.46,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/budstart_da351fdd-3922-48ed-bcdf-483d86e9ef78.jpg?v=1761678813,1,"",false,,,,oz,,,active
bloom-natural-5-gal,Bloom Natural 5 gal,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00405,1417.47615625,,0,deny,manual,421.20,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/humboldt_bloom_natural_d127d96a-876a-483d-b8c1-0a40fa7cd366.jpg?v=1761678812,1,"",false,,,,oz,,,active
big-boy-kdf-85-carbon-filter-well-water-chloramines,BIG BOY KDF-85 CARBON FILTER- WELL WATER & CHLORAMINES,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00962,198.446661875,,0,deny,manual,129.00,,true,true,,,,,,,,,false,,,,oz,,,active
bloom-khaos-quart,Bloom Khaos Quart,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01384,85.048569375,,0,deny,manual,40.00,,true,true,,,,,,,,,false,,,,oz,,,active
calimagic-6-gal,CALiMAGic 6 gal,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01832,0.0,,0,deny,manual,227.50,,true,true,,,,,,,,,false,,,,lb,,,active
bioroot-2-5-gal,BioRoot 2.5 gal,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00678,0.0,,0,deny,manual,110.16,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/bioroot_dfbeaa07-0f48-41a6-b5a7-6d089afb8c91.jpg?v=1761678807,1,"",false,,,,lb,,,active
bud-candy-1-lt,Bud Candy (1 lt),"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01031,85.048569375,,0,deny,manual,29.90,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/advancedBudCandy_16950184-99bd-4786-a362-69af2d956dbe.jpg?v=1761678807,1,"",false,,,,oz,,,active
block-cocos-nucifera-1-gal,Block Cocos Nucifera 1 GAL,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,,28.349523125,,0,deny,manual,3.78,3.88,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Coco_Feed_Schedule_-_josh_5eight.com_-_Phive.8_Mail_-_Google_Chrome_5_8_2025_2_11_07_PM.webp6.webp?v=1761678807,1,cocotetics,false,,,,oz,,,active
bioweed-1-qt,BioWeed 1 qt,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00251,85.048569375,,0,deny,manual,20.22,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/bio-weed_b3e7511b-cf91-44b0-9d69-b013cdcfb02f.jpg?v=1761678808,1,"",false,,,,oz,,,active
bioroot-6-gal,BioRoot 6 gal,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00679,0.0,,0,deny,manual,226.16,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/bioroot_7e8b2a27-a41e-4486-8b03-57f336563742.jpg?v=1761678807,1,"",false,,,,lb,,,active
bud-boom-130gm,Bud Boom 130gm,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00313,0.0,,0,deny,manual,11.88,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/bud_boom_de98b6cc-8d95-438c-baff-a00902aad973.jpg?v=1761678807,1,"",false,,,,lb,,,active
bud-ignitor-1-lt,Bud Ignitor 1 Lt,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01424,0.0,,0,deny,manual,92.74,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/bud_ignitor_bg.jpg?v=1761678807,1,"",false,,,,lb,,,active
bloom-natural-1-gal,Bloom Natural 1 gal,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00403,0.0,,0,deny,manual,93.60,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/humboldt_bloom_natural_ae627bf7-789d-4ade-bcee-5734987883bc.jpg?v=1761678807,1,"",false,,,,lb,,,active
blue-grease-algae-extract,Blue Grease * Algae Extract,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,,239.66686849875,shopify,100,deny,manual,19.97,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/BlueGreasecopy-1-scaled.webp?v=1761678807,1,"",false,,,,oz,,,active
biomarine-2-5-gal,BioMarine 2.5 gal,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00676,0.0,,0,deny,manual,112.96,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/biomarine_411f4c9d-380b-4be3-b67d-1a154e0b3cc0.jpg?v=1761678807,1,"",false,,,,lb,,,active
biothrive-bloom-2-5-gal,BioThrive Bloom 2.5 gal,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00165,878.835216875,,0,deny,manual,126.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/biothrive_8587dfd6-05f0-4225-8e7d-82b88cea1fed.jpg?v=1761678808,1,"",false,,,,oz,,,active
biothrive-bloom-6-gal,BioThrive Bloom 6 gal,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00673,1956.117095625,,0,deny,manual,274.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/biothrive.jpg?v=1761678807,1,"",false,,,,oz,,,active
biothrive-grow-2-5-gal,BioThrive Grow 2.5 gal,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00162,0.0,,0,deny,manual,147.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/biothrive_d2c124ea-8af7-4375-aff4-29dae6e0b4aa.jpg?v=1761678808,1,"",false,,,,lb,,,active
bloom-natural-1-qt,Bloom Natural 1 qt,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00402,0.0,,0,deny,manual,26.32,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/humboldt_bloom_natural_39122471-2f5f-4e31-a61a-86e4cb03b527.jpg?v=1761678807,1,"",false,,,,lb,,,active
bioweed-1-gal,BioWeed 1 gal,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00252,340.1942775,,0,deny,manual,62.16,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/bio-weed.jpg?v=1761678807,1,"",false,,,,oz,,,active
block-ir-4-x-25-roll,Block-IR 4' x 25' Roll,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00920,113.3980925,,0,deny,manual,79.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/block-ir.jpg?v=1761678802,1,"",false,,,,oz,,,active
bud-candy-2-5-gal,Bud Candy (2.5 gal),"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01033,0.0,,0,deny,manual,169.98,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/advancedBudCandy_56ba2f22-7056-4847-859e-7a565bb8586d.jpg?v=1761678802,1,"",false,,,,lb,,,active
bypass-hand-shears,Bypass Hand Shears,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00615,0.0,,0,deny,manual,18.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/bypass-oxo-floral-scissors-snips.jpg?v=1761678802,1,bypass-oxo-floral-scissors-snips,false,,,,lb,,,active
cal-mag-plus-qt,Cal-Mag Plus Qt.,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01179,85.048569375,,0,deny,manual,24.31,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/CalMag_GalB.png?v=1761678802,1,"",false,,,,oz,,,active
bud-blood-bloom-stimulator-300g,Bud Blood Bloom Stimulator (300g),"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01030,28.349523125,,0,deny,manual,166.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/advancedBudBlood.jpg?v=1761678802,1,"",false,,,,oz,,,active
bison-extract-liquid-compost-tea,Bison Extract * Liquid Compost Tea,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,19.97,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/BisonExtractcopy_3d4d82d6-de13-44d3-9648-f399fff099fa-1-scaled.webp?v=1761678802,1,"",false,,,,lb,,,active
bloom-natural-2-5-gal,Bloom Natural 2.5 gal,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00404,0.0,,0,deny,manual,222.30,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/humboldt_bloom_natural_6a3a84f9-5047-4beb-9070-14b95d7d69bc.jpg?v=1761678802,1,"",false,,,,lb,,,active
calimagic-16oz,CALiMAGic 16oz,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01155,28.349523125,,0,deny,manual,12.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/CALiMAGic.png?v=1761678802,1,"",false,,,,oz,,,active
bud-start-20-gm,Bud Start 20 gm,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00316,2.8349523125,,0,deny,manual,16.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/budstart.jpg?v=1761678802,1,"",false,,,,oz,,,active
bloom-khaos-gallon,Bloom Khaos Gallon,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01385,340.1942775,,0,deny,manual,120.00,,true,true,,,,,,,,,false,,,,oz,,,active
block-cocos-nucifera-1-5-gal-8,"Block Cocos Nucifera 1.5 GAL 8""","",H Moon Hydro,,simple,GROW LARGE,false,Title,Default Title,,,,,,,,,28.349523125,,0,deny,manual,4.79,4.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Picsart_24-06-18_12-53-43-982.webp?v=1761678802,1,cocotetics 8 in,false,,,,oz,,,active
bud-boom-1kg,Bud Boom 1kg,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00315,0.0,,0,deny,manual,131.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/bud_boom.jpg?v=1761678802,1,"",false,,,,lb,,,active
biomarine-6-gal,BioMarine 6 gal,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00677,1956.117095625,,0,deny,manual,229.28,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/biomarine_80bded5e-199f-4dec-9799-e3e333057acb.jpg?v=1761678802,1,"",false,,,,oz,,,active
bud-candy-1-gal,Bud Candy (1 gal),"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01032,340.1942775,,0,deny,manual,76.20,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/advancedBudCandy.jpg?v=1761678802,1,"",false,,,,oz,,,active
bond-3-way-soil-meter-2,Bond 3-Way Soil Meter,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01301,0.0,,0,deny,manual,9.95,,true,true,,,,,,,,,false,,,,lb,,,active
botanicare-organicare-true-earth-potting-mix-o-m-r-i,Botanicare Organicare True Earth Potting Mix (O.M.R.I.),"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,20.50,24.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/water-only-1.jpg?v=1761678803,1,OMRI Approved,false,,,,lb,,,active
bloom-natural-15-gal,Bloom Natural 15 gal,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00406,4252.42846875,,0,deny,manual,1170.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/humboldt_bloom_natural.jpg?v=1761678802,1,"",false,,,,oz,,,active
botanicare-growilla-bud-12-lb,Botanicare Growilla Bud 12 lb,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01792,0.0,,0,deny,manual,59.95,,true,true,,,,,,,,,false,,,,lb,,,active
bio365-bioblend-high-porosity-blend-1-5cu-ft-bag-blend-of-fine-coir-coarse-peat-super-coarse-perlite,"bio365™ BIOBLEND™ High Porosity Blend - 1.5cu ft - Bag - Blend of Fine Coir, Coarse Peat, & Super Coarse Perlite","",H Moon Hydro,,simple,GROW LARGE,false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,29.99,32.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/bioblend.jpg?v=1761678795,1,bio365™ BIOBLEND™ High Porosity Blend - 1.5cu ft,false,,,,lb,,,active
big-bud-bloom-booster-1-gal,Big Bud Bloom Booster (1 gal),"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01027,340.1942775,,0,deny,manual,136.76,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/advancedBigBudLiquid_a52d0186-b393-4f5d-b396-4bf662401a68.jpg?v=1761678795,1,"",false,,,,oz,,,active
big-bud-bloom-booster-500g-powder,Big Bud Bloom Booster (500g powder),"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01025,0.0,,0,deny,manual,98.12,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/advancedBigBudLiquid_25bdf4a5-973d-4783-b340-0bd78126a5eb.jpg?v=1761678795,1,"",false,,,,lb,,,active
bio-365-start-1-5-cu-ft,Bio 365 Start 1.5 cu ft.,"",H Moon Hydro,,simple,Performance Soil,false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,28.88,40.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/bio-start.jpg?v=1761678795,1,"",false,,,,lb,,,active
big-bud-bloom-booster-1-lt,Big Bud Bloom Booster (1 lt),"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01026,0.0,,0,deny,manual,45.62,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/advancedBigBudLiquid_dfbea793-9b4b-47ee-8249-40732aa622d4.jpg?v=1761678795,1,"",false,,,,lb,,,active
bio365-bioflower-nutrient-dense-mix-1-5cu-ft-bag-blend-of-fine-coir-coarse-peat-super-coarse-perlite,"bio365™ BIOFLOWER™ Nutrient Dense Mix - 1.5cu ft - Bag - Blend of Fine Coir, Coarse Peat, & Super Coarse Perlite","bio365™ BIOFLOWER™ Nutrient Dense Mix -

1.5cu ft - Bag - Blend of Fine Coir, Coarse Peat, &amp; Super Coarse Perlite",H Moon Hydro,,simple,GROW LARGE,false,Title,Default Title,,,,,,,,,708.738078125,,0,deny,manual,35.99,38.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/B365BF015001.jpgbio-flower.jpg?v=1761678796,1,bio Flower,false,,,,oz,,,active
biomarine-1-gal,BioMarine 1 gal,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00248,340.1942775,,0,deny,manual,51.48,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/biomarine.jpg?v=1761678795,1,"",false,,,,oz,,,active
biobud-2-5-gal,BioBud 2.5 gal,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00674,0.0,,0,deny,manual,406.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/biobud_ed0f2bcc-d10b-415b-bf30-e3f4f4872a55.jpg?v=1761678795,1,"",false,,,,lb,,,active
biobud-1-qt,BioBud 1 qt,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00245,0.0,,0,deny,manual,41.36,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/biobud_b7fc1c13-3944-45c2-bc38-0c799dcae5c7.jpg?v=1761678795,1,"",false,,,,lb,,,active
big-bud-bloom-booster-2-5-gal,Big Bud Bloom Booster (2.5 gal),"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01028,793.7866475,,0,deny,manual,330.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/advancedBigBudLiquid.jpg?v=1761678795,1,"",false,,,,oz,,,active
bioroot-1-gal,BioRoot 1 gal,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00250,340.1942775,,0,deny,manual,52.70,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/bioroot.jpg?v=1761678795,1,"",false,,,,oz,,,active
big-bloom-liquid-plant-food-1-qt,Big Bloom Liquid Plant Food (1 qt),"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01083,0.0,,0,deny,manual,22.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/product_BIGBLOOM.jpg?v=1761678795,1,"",false,,,,lb,,,active
biobud-6-gal,BioBud 6 gal,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00675,1956.117095625,,0,deny,manual,964.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/biobud_717d80dc-6175-4e7f-9c32-6c11fd84499f.jpg?v=1761678795,1,"",false,,,,oz,,,active
biobud-1-gal,BioBud 1 gal,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00246,340.1942775,,0,deny,manual,166.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/biobud.jpg?v=1761678795,1,"",false,,,,oz,,,active
big-boy-pleated-sediment-filter-cleanable,BIG BOY PLEATED SEDIMENT FILTER (CLEANABLE),"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00961,0.0,,0,deny,manual,55.00,,true,true,,,,,,,,,false,,,,lb,,,active
basic-1000w-mh-hps-switchable-ballast,Basic 1000W MH/HPS Switchable Ballast,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00852,0.0,,0,deny,manual,50.00,134.95,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/BAL-1000VLG-2-outlets_d4e910b6-a9fe-42d8-96ce-b9eb5edf9e21.jpg?v=1761678796,1,"",false,,,,lb,,,active
big-boy,Big Boy,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00581,0.0,,0,deny,manual,250.00,439.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/big_boy.jpg?v=1761678795,1,"",false,,,,lb,,,active
bio365-bioall-all-purpose-hp-blend-1-5-cu-ft,bio365™ BIOALL™ All Purpose HP Blend 1.5 cu.ft.,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,32.99,36.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/bio365all.jpg?v=1761678796,1,Contains bioCharge® biology + bioCore® biochar + bioavailable nutrients.Contains bioCharge® biology + bioCore® biochar + bioavailable nutrients.,false,,,,lb,,,active
badboy-t-5-4-ft-8-lamp-fixture-432-w,BADBOY T-5 4 ft - 8 Lamp Fixture 432 W,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00534,0.0,,0,deny,manual,200.00,299.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/quantum_t5-badboy_30fbc905-d9a5-4f81-85b6-0c18f6a89451.jpg?v=1761678795,1,"",false,,,,lb,,,active
bi-pin-socket-adpter-for-pgzx18,BI-PIN Socket adpter for PGZX18,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01765,0.0,,0,deny,manual,16.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/adpter-for-315-mogal.jpg?v=1761678795,1,"",false,,,,lb,,,active
banjerine-auto-flowering-8-seed-pk,Banjerine Auto Flowering - 8 seed pk,"",H Moon Hydro,,simple,Atlas Seed,false,Title,Default Title,,,,,,,,,7.08738078125,,0,deny,manual,50.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Atlas-Seed-Banjerine-Auto-765x926-1.webp?v=1761678796,1,"",false,,,,oz,,,active
banjerine-auto-flowering-8-seed-pk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/atlas.jpg?v=1761678795,2,"",,,,,,,,
b1cuss-blossombuilder-946-ml,B1Cuss BlossomBuilder 946 ml.,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01435,0.0,,0,deny,manual,138.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Blossom-Builder-3-sizes-family-line-up.jpg?v=1761678796,1,"",false,,,,lb,,,active
better-bloom-500-gm,Better Bloom 500 gm,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00300,28.349523125,,0,deny,manual,28.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/betterbloom_3d503d6d-a872-4cf6-b53f-929bf4ddffe5.jpg?v=1761678795,1,"",false,,,,oz,,,active
big-bang-feminised-skunk-x-northern-light-x-el-nino-auto-5-seed,Big Bang (Feminised) Skunk x Northern Light x El Niño AUTO 5 Seed,"",H Moon Hydro,,simple,GREENHOUSE SEED,false,Title,Default Title,,,,,,,,,7.08738078125,,0,deny,manual,45.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/BigBang.jpg?v=1761678796,1,"",false,,,,oz,,,active
big-bud-bloom-booster-130g-powder,Big Bud Bloom Booster (130g powder),"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01024,0.0,,0,deny,manual,26.76,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/advancedBigBudLiquid_641b9f61-cb35-480d-86a9-df7818c515c4.jpg?v=1761678796,1,"",false,,,,lb,,,active
badboy-t-5-4-ft-6-lamp-fixture-324-w,BADBOY T-5 4 ft - 6 Lamp Fixture 324 W,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00533,907.18474,,0,deny,manual,175.00,225.46,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/quantum_t5-badboy_7e54ef5b-367d-403d-993c-b5e20bd9a9d8.jpg?v=1761678796,1,"",false,,,,oz,,,active
big-bloom-liquid-plant-food-1-gal,Big Bloom Liquid Plant Food (1 gal),"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01084,0.0,,0,deny,manual,57.79,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/product_BIGBLOOM_8cd36234-252e-421c-8ed6-7d002e40abf3.jpg?v=1761678795,1,"",false,,,,lb,,,active
banana-krumble-feminised-banana-punch-x-og-kush-5-seed,Banana Krumble (Feminised) Banana Punch x OG Kush-5 Seed,"",H Moon Hydro,,simple,GREENHOUSE SEED,false,Title,Default Title,,,,,,,,,7.08738078125,,0,deny,manual,50.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/BananaKrumble.jpg?v=1761678795,1,"",false,,,,oz,,,active
big-boy-carbon-filter,Big Boy Carbon filter,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00960,0.0,,0,deny,manual,63.00,,true,true,,,,,,,,,false,,,,lb,,,active
badboy-t-5-4-ft-16-lamp-fixture-864-w,BADBOY T-5 4 ft - 16 Lamp Fixture 864 W,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00536,0.0,,0,deny,manual,399.00,544.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/quantum_t5-badboy.jpg?v=1761678795,1,"",false,,,,lb,,,active
better-bloom-2-kg,Better Bloom 2 kg,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00301,0.0,,0,deny,manual,119.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/betterbloom.jpg?v=1761678795,1,"",false,,,,lb,,,active
better-bloom-10-kg,Better Bloom 10 kg,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00302,652.039031875,,0,deny,manual,396.89,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/betterbloom_2f8c6386-7dd5-43fd-a78c-08bdca2cc07b.jpg?v=1761678795,1,"",false,,,,oz,,,active
basic-600w-hps-ballast,Basic 600w HPS Ballast,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01247,0.0,,0,deny,manual,50.00,130.95,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/BAL-1000VLG-2-outlets.jpg?v=1761678796,1,"",false,,,,lb,,,active
bcuzz-roxx-rooting-blocks-4-x-4-x-4-no-hole-strip-of-6,"B'cuzZ Roxx Rooting Blocks 4 x 4 x 4, no hole (strip of 6)","",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00471,28.349523125,,0,deny,manual,5.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/bcuzz_blocks_923f9acb-32f9-49d9-b695-d4bc47865bad.jpg?v=1761678795,1,4 x 4 x 4 NO Holes,false,,,,oz,,,active
badboy-t-5-4-ft-4-lamp-fixture-216-w,BADBOY T-5 4 ft - 4 Lamp Fixture 216 W,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00532,907.18474,,0,deny,manual,140.00,172.38,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/BADBOY-T5-Website-HMH.jpg?v=1761678796,1,"",false,,,,oz,,,active
